,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,64.85,41.7,25.0,0.0,46.0,7.0,0.0,96.0,131.0,100000.0,67719.51,30410.0,98129.51,-1870.49,-1.87
1,HDFCBANK,69.1,53.7,24.0,0.0,44.0,6.0,0.0,102.0,120.0,100000.0,61172.67,42528.0,103700.67,3700.67,3.7
2,BHARTIARTL,61.89,43.84,8.0,0.0,46.0,9.0,0.0,97.0,124.0,100000.0,93609.09,12747.2,106356.29,6356.29,6.36
3,TCS,57.98,36.48,1.0,0.0,16.0,2.0,0.0,110.0,124.0,100000.0,95109.34,4106.0,99215.34,-784.66,-0.78
4,ICICIBANK,60.76,55.0,12.0,0.0,66.0,9.0,0.0,102.0,120.0,100000.0,92114.37,15402.0,107516.37,7516.37,7.52
5,SBIN,57.9,42.93,12.0,0.0,85.0,15.0,0.0,103.0,103.0,100000.0,93475.08,9552.0,103027.08,3027.08,3.03
6,INFY,56.37,44.49,5.0,0.0,41.0,6.0,0.0,120.0,117.0,100000.0,94378.06,9428.25,103806.31,3806.31,3.81
7,HINDUNILVR,56.52,33.18,16.0,0.0,24.0,4.0,0.0,105.0,118.0,100000.0,60371.15,37232.0,97603.15,-2396.85,-2.4
8,ITC,56.37,31.46,93.0,0.0,166.0,28.0,0.0,107.0,111.0,100000.0,60502.2,38967.0,99469.2,-530.8,-0.53
9,KOTAKBANK,64.04,39.3,18.0,0.0,35.0,6.0,0.0,88.0,117.0,100000.0,65174.36,32130.0,97304.36,-2695.64,-2.7
10,LT,61.46,44.78,6.0,0.0,19.0,3.0,0.0,91.0,113.0,100000.0,80942.69,21659.7,102602.39,2602.39,2.6
11,AXISBANK,60.11,44.02,0.0,0.0,52.0,9.0,0.0,97.0,112.0,100000.0,97135.5,0.0,97135.5,-2864.5,-2.86
12,BAJFINANCE,61.94,30.66,57.0,0.0,89.0,15.0,0.0,109.0,108.0,100000.0,59308.36,38959.5,98267.86,-1732.14,-1.73
13,MARUTI,10.13,50.0,0.0,0.0,1.0,0.0,212.0,0.0,2.0,100000.0,100431.3,0.0,100431.3,431.3,0.43
14,NTPC,51.57,40.0,22.0,0.0,151.0,32.0,0.0,101.0,115.0,100000.0,93717.16,7321.6,101038.76,1038.76,1.04
15,TATASTEEL,56.25,30.67,156.0,0.0,360.0,78.0,0.0,90.0,138.0,100000.0,72938.37,21052.2,93990.57,-6009.43,-6.01
16,ULTRACEMCO,10.4,40.0,0.0,0.0,1.0,1.0,199.0,6.0,14.0,100000.0,100243.96,0.0,100243.96,243.96,0.24
17,SUNPHARMA,74.12,49.33,27.0,0.0,47.0,7.0,0.0,109.0,121.0,100000.0,56005.94,51030.0,107035.94,7035.93,7.04
18,WIPRO,54.29,45.45,24.0,0.0,243.0,44.0,0.0,103.0,129.0,100000.0,100028.84,7106.4,107135.24,7135.24,7.14
19,HCLTECH,55.88,38.96,4.0,0.0,38.0,7.0,0.0,117.0,115.0,100000.0,92151.08,7699.2,99850.28,-149.72,-0.15
20,ABFRL,34.26,37.5,39.0,0.0,211.0,66.0,0.0,86.0,115.0,100000.0,92626.29,8268.0,100894.29,894.29,0.89
21,VOLTAS,50.08,39.81,0.0,0.0,34.0,9.0,0.0,108.0,103.0,100000.0,101624.89,0.0,101624.89,1624.89,1.62
22,CHOLAFIN,44.27,45.03,7.0,0.0,43.0,9.0,0.0,87.0,105.0,100000.0,95746.27,8314.6,104060.87,4060.87,4.06
23,CROMPTON,44.15,36.51,64.0,0.0,162.0,36.0,0.0,94.0,98.0,100000.0,73694.2,25299.2,98993.4,-1006.6,-1.01
24,DEEPAKNTR,33.9,42.35,3.0,0.0,16.0,4.0,0.0,107.0,90.0,100000.0,93134.0,7500.0,100634.0,634.0,0.63
25,GLENMARK,48.37,46.23,6.0,0.0,54.0,11.0,0.0,99.0,114.0,100000.0,87712.81,9671.4,97384.21,-2615.79,-2.62
