,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
26,JUBLFOOD,49.92,42.38,13.0,0.0,94.0,22.0,0.0,116.0,95.0,100000.0,90762.55,9308.0,100070.55,70.55,0.07
27,MUTHOOTFIN,45.66,54.27,9.0,0.0,27.0,7.0,0.0,104.0,97.0,100000.0,85904.87,19260.0,105164.87,5164.87,5.16
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,33.0,48.13,0.0,0.0,9.0,2.0,0.0,111.0,103.0,100000.0,110555.27,0.0,110555.27,10555.27,10.56
30,POLYCAB,33.93,46.23,2.0,0.0,6.0,2.0,14.0,96.0,105.0,100000.0,86431.17,14550.0,100981.17,981.17,0.98
31,SRF,46.85,43.28,0.0,0.0,20.0,4.0,0.0,102.0,99.0,100000.0,98500.45,0.0,98500.45,-1499.55,-1.5
32,TATAELXSI,36.65,39.67,1.0,0.0,5.0,1.0,52.0,87.0,98.0,100000.0,96555.46,6787.0,103342.46,3342.46,3.34
33,UBL,45.18,36.76,11.0,0.0,24.0,5.0,0.0,85.0,103.0,100000.0,74582.36,22440.0,97022.36,-2977.64,-2.98
34,ZYDUSLIFE,62.89,39.63,9.0,0.0,76.0,14.0,0.0,88.0,130.0,100000.0,89722.37,8739.0,98461.37,-1538.63,-1.54
35,AEGISLOG,32.99,41.59,20.0,0.0,72.0,28.0,0.0,107.0,109.0,100000.0,87483.12,16440.0,103923.12,3923.12,3.92
36,BALAMINES,32.01,34.8,0.0,0.0,17.0,5.0,0.0,146.0,81.0,100000.0,98601.85,0.0,98601.85,-1398.15,-1.4
37,CERA,30.86,40.96,0.0,0.0,4.0,1.0,41.0,79.0,87.0,100000.0,101255.56,0.0,101255.56,1255.56,1.26
38,DALBHARAT,45.62,46.75,10.0,0.0,25.0,5.0,0.0,80.0,76.0,100000.0,82079.06,17687.5,99766.56,-233.44,-0.23
39,FINEORG,35.19,39.73,2.0,0.0,8.0,2.0,0.0,121.0,99.0,100000.0,88857.57,8936.0,97793.57,-2206.43,-2.21
40,GRANULES,40.51,40.3,14.0,0.0,110.0,25.0,0.0,83.0,119.0,100000.0,92722.62,8246.7,100969.32,969.32,0.97
41,AJANTPHARM,36.22,39.13,0.0,0.0,14.0,4.0,0.0,92.0,115.0,100000.0,95908.85,0.0,95908.85,-4091.15,-4.09
42,INDIGO,35.47,42.58,2.0,0.0,11.0,3.0,0.0,115.0,95.0,100000.0,92206.53,9106.4,101312.93,1312.93,1.31
43,KEI,31.67,39.72,5.0,0.0,10.0,3.0,0.0,107.0,110.0,100000.0,77231.54,22149.5,99381.04,-618.96,-0.62
44,LEMONTREE,54.58,38.46,123.0,0.0,426.0,84.0,0.0,86.0,137.0,100000.0,84204.14,18819.0,103023.14,3023.14,3.02
45,MAZDOCK,38.05,43.06,4.0,0.0,42.0,10.0,0.0,83.0,134.0,100000.0,98901.07,8903.6,107804.67,7804.67,7.8
46,RITES,49.2,39.46,0.0,0.0,155.0,40.0,0.0,85.0,138.0,100000.0,105301.16,0.0,105301.16,5301.16,5.3
47,KPITTECH,41.98,39.13,5.0,0.0,30.0,7.0,0.0,90.0,141.0,100000.0,94482.5,7329.75,101812.25,1812.25,1.81
48,TEJASNET,32.17,33.66,0.0,0.0,36.0,14.0,0.0,90.0,112.0,100000.0,97278.64,0.0,97278.64,-2721.36,-2.72
49,HINDCOPPER,34.07,41.44,0.0,0.0,131.0,41.0,0.0,124.0,98.0,100000.0,100926.83,0.0,100926.83,926.83,0.93
50,Mean,45.63,40.69,17.18,0.0,68.84,15.04,14.46,94.22,105.16,100000.0,88230.46,12901.73,101132.19,1132.19,1.13
