,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
13,MARUTI,10.04,100.0,0.0,0.0,1.0,0.0,213.0,0.0,1.0,100000.0,102125.7,0.0,102125.7,2125.7,2.13
14,NTPC,77.83,40.09,85.0,0.0,220.0,32.0,0.0,101.0,115.0,100000.0,61555.75,28288.0,89843.75,-10156.25,-10.16
15,TATASTEEL,85.22,33.03,292.0,0.0,507.0,75.0,0.0,90.0,138.0,100000.0,47919.73,39405.4,87325.13,-12674.87,-12.67
16,ULTRACEMCO,10.25,40.0,0.0,0.0,1.0,1.0,214.0,1.0,4.0,100000.0,99709.83,0.0,99709.83,-290.17,-0.29
17,SUNPHARMA,80.31,58.33,47.0,0.0,63.0,7.0,85.0,68.0,77.0,100000.0,38483.12,88830.0,127313.12,27313.12,27.31
18,WIPRO,90.19,46.26,28.0,0.0,385.0,44.0,0.0,103.0,129.0,100000.0,98822.97,8290.8,107113.77,7113.77,7.11
19,HCLTECH,79.83,41.15,42.0,0.0,55.0,7.0,22.0,106.0,104.0,100000.0,24387.84,80841.6,105229.44,5229.44,5.23
20,ABFRL,59.9,37.56,145.0,0.0,414.0,64.0,0.0,86.0,115.0,100000.0,66426.4,30740.0,97166.4,-2833.6,-2.83
21,VOLTAS,72.61,40.38,11.0,0.0,65.0,9.0,0.0,108.0,103.0,100000.0,80232.92,19726.3,99959.22,-40.78,-0.04
22,CHOLAFIN,76.07,37.57,20.0,0.0,52.0,8.0,0.0,87.0,105.0,100000.0,68857.34,23756.0,92613.34,-7386.66,-7.39
23,CROMPTON,76.94,34.57,72.0,0.0,264.0,31.0,0.0,94.0,98.0,100000.0,68887.33,28461.6,97348.93,-2651.07,-2.65
24,DEEPAKNTR,58.47,40.93,8.0,0.0,28.0,4.0,0.0,107.0,90.0,100000.0,78031.96,20000.0,98031.96,-1968.04,-1.97
25,GLENMARK,70.23,48.26,27.0,0.0,77.0,10.0,7.0,97.0,109.0,100000.0,78880.15,43521.3,122401.45,22401.45,22.4
26,JUBLFOOD,78.88,49.75,58.0,0.0,149.0,20.0,0.0,116.0,95.0,100000.0,64172.74,41528.0,105700.74,5700.74,5.7
27,MUTHOOTFIN,73.07,43.65,39.0,0.0,49.0,6.0,1.0,103.0,97.0,100000.0,19337.63,83460.0,102797.63,2797.63,2.8
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,53.83,49.71,1.0,0.0,15.0,2.0,42.0,85.0,87.0,100000.0,106765.53,6470.0,113235.53,13235.53,13.24
30,POLYCAB,54.45,45.32,1.0,0.0,12.0,2.0,75.0,69.0,71.0,100000.0,101239.29,7275.0,108514.29,8514.29,8.51
31,SRF,75.6,44.0,2.0,0.0,33.0,4.0,24.0,90.0,87.0,100000.0,89477.63,4453.0,93930.63,-6069.37,-6.07
32,TATAELXSI,40.03,33.67,2.0,0.0,5.0,1.0,137.0,50.0,50.0,100000.0,86633.35,13574.0,100207.35,207.35,0.21
33,UBL,75.5,47.88,40.0,0.0,45.0,5.0,7.0,83.0,98.0,100000.0,28380.69,81600.0,109980.69,9980.69,9.98
34,ZYDUSLIFE,82.09,57.8,110.0,0.0,122.0,14.0,26.0,77.0,115.0,100000.0,26775.48,106810.0,133585.48,33585.48,33.59
35,AEGISLOG,57.86,48.82,57.0,0.0,167.0,28.0,0.0,107.0,109.0,100000.0,78891.28,46854.0,125745.28,25745.28,25.75
36,BALAMINES,76.46,30.63,4.0,0.0,32.0,4.0,4.0,144.0,79.0,100000.0,83691.45,7143.6,90835.05,-9164.95,-9.16
37,CERA,39.03,42.7,5.0,0.0,5.0,1.0,113.0,42.0,52.0,100000.0,65843.11,38178.75,104021.86,4021.86,4.02
38,DALBHARAT,59.46,42.48,10.0,0.0,29.0,5.0,0.0,80.0,76.0,100000.0,71034.22,17687.5,88721.72,-11278.28,-11.28
39,FINEORG,49.1,36.54,2.0,0.0,11.0,2.0,11.0,118.0,91.0,100000.0,82417.48,8936.0,91353.48,-8646.52,-8.65
40,GRANULES,81.01,50.26,115.0,0.0,212.0,24.0,0.0,83.0,119.0,100000.0,65580.77,67740.75,133321.52,33321.52,33.32
41,AJANTPHARM,57.56,44.17,2.0,0.0,25.0,4.0,0.0,92.0,115.0,100000.0,101674.26,5886.0,107560.26,7560.26,7.56
42,INDIGO,60.49,44.12,6.0,0.0,18.0,3.0,34.0,95.0,81.0,100000.0,78178.93,27319.2,105498.13,5498.13,5.5
43,KEI,56.6,43.41,6.0,0.0,14.0,3.0,8.0,103.0,106.0,100000.0,76886.33,26579.4,103465.73,3465.73,3.47
44,LEMONTREE,75.65,33.64,142.0,0.0,550.0,76.0,0.0,86.0,137.0,100000.0,72330.17,21726.0,94056.17,-5943.83,-5.94
45,MAZDOCK,56.25,48.61,4.0,0.0,57.0,9.0,0.0,83.0,134.0,100000.0,114124.34,8903.6,123027.94,23027.95,23.03
46,RITES,78.99,44.75,117.0,0.0,276.0,40.0,0.0,85.0,138.0,100000.0,72308.01,34082.1,106390.11,6390.11,6.39
47,KPITTECH,69.37,39.21,19.0,0.0,50.0,6.0,0.0,90.0,141.0,100000.0,72655.47,27853.05,100508.52,508.52,0.51
48,TEJASNET,70.63,33.0,11.0,0.0,71.0,13.0,0.0,90.0,112.0,100000.0,81000.66,13013.0,94013.66,-5986.34,-5.99
49,HINDCOPPER,65.56,40.09,0.0,0.0,227.0,42.0,0.0,124.0,98.0,100000.0,97117.87,0.0,97117.87,-2882.13,-2.88
50,Mean,67.89,43.16,42.52,0.0,106.44,14.38,32.02,85.74,96.08,100000.0,68649.01,34811.02,103460.04,3460.04,3.46
