,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
33,UBL,69.67,43.68,36.0,0.0,43.0,5.0,0.0,85.0,103.0,100000.0,31574.37,73440.0,105014.37,5014.37,5.01
34,ZYDUSLIFE,76.79,44.33,80.0,0.0,89.0,14.0,0.0,88.0,130.0,100000.0,25585.55,77680.0,103265.55,3265.55,3.27
35,AEGISLOG,43.79,42.65,53.0,0.0,128.0,28.0,0.0,107.0,109.0,100000.0,69858.16,43566.0,113424.16,13424.16,13.42
36,BALAMINES,62.7,32.6,0.0,0.0,29.0,4.0,0.0,146.0,81.0,100000.0,95161.22,0.0,95161.22,-4838.78,-4.84
37,CERA,37.97,40.57,5.0,0.0,5.0,1.0,96.0,46.0,65.0,100000.0,66223.33,38178.75,104402.08,4402.08,4.4
38,DALBHARAT,51.45,45.45,9.0,0.0,26.0,5.0,0.0,80.0,76.0,100000.0,79530.87,15918.75,95449.62,-4550.38,-4.55
39,FINEORG,46.86,40.0,2.0,0.0,10.0,2.0,4.0,120.0,96.0,100000.0,88422.79,8936.0,97358.79,-2641.21,-2.64
40,GRANULES,77.58,40.7,36.0,0.0,164.0,24.0,0.0,83.0,119.0,100000.0,80062.83,21205.8,101268.63,1268.63,1.27
41,AJANTPHARM,58.42,41.55,0.0,0.0,23.0,4.0,0.0,92.0,115.0,100000.0,99851.62,0.0,99851.62,-148.38,-0.15
42,INDIGO,57.06,41.58,2.0,0.0,16.0,3.0,7.0,111.0,92.0,100000.0,91698.94,9106.4,100805.34,805.34,0.81
43,KEI,49.72,40.95,6.0,0.0,14.0,3.0,3.0,106.0,108.0,100000.0,77600.0,26579.4,104179.4,4179.4,4.18
44,LEMONTREE,70.61,36.07,203.0,0.0,522.0,81.0,0.0,86.0,137.0,100000.0,71353.05,31059.0,102412.05,2412.05,2.41
45,MAZDOCK,50.34,43.52,4.0,0.0,57.0,9.0,0.0,83.0,134.0,100000.0,105211.82,8903.6,114115.42,14115.42,14.12
46,RITES,78.47,45.29,0.0,0.0,272.0,40.0,0.0,85.0,138.0,100000.0,109507.79,0.0,109507.79,9507.79,9.51
47,KPITTECH,64.75,37.89,22.0,0.0,48.0,6.0,0.0,90.0,141.0,100000.0,68038.72,32250.9,100289.62,289.62,0.29
48,TEJASNET,44.95,32.84,6.0,0.0,50.0,13.0,0.0,90.0,112.0,100000.0,85032.61,7098.0,92130.61,-7869.39,-7.87
49,HINDCOPPER,56.89,41.89,0.0,0.0,178.0,41.0,0.0,124.0,98.0,100000.0,95392.0,0.0,95392.0,-4608.0,-4.61
50,Mean,61.74,42.78,34.88,0.0,93.54,14.66,21.32,90.7,101.82,100000.0,75491.11,26610.71,102101.82,2101.82,2.1
