,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,79.03,35.0,34.0,0.0,56.0,7.0,0.0,96.0,131.0,100000.0,50854.64,41357.6,92212.24,-7787.76,-7.79
1,HDFCBANK,84.42,59.26,21.0,0.0,57.0,6.0,27.0,88.0,107.0,100000.0,67645.57,37212.0,104857.57,4857.57,4.86
2,BHARTIARTL,70.21,48.37,29.0,0.0,61.0,9.0,0.0,97.0,124.0,100000.0,58862.15,46208.6,105070.75,5070.75,5.07
3,TCS,66.62,38.83,7.0,0.0,17.0,2.0,42.0,85.0,107.0,100000.0,71442.7,28742.0,100184.7,184.7,0.18
4,ICICIBANK,74.54,59.45,29.0,0.0,71.0,9.0,0.0,102.0,120.0,100000.0,71526.65,37221.5,108748.15,8748.15,8.75
5,SBIN,80.42,41.58,38.0,0.0,104.0,15.0,0.0,103.0,103.0,100000.0,69069.17,30248.0,99317.17,-682.83,-0.68
6,INFY,69.7,38.03,11.0,0.0,49.0,6.0,0.0,120.0,117.0,100000.0,82089.94,20742.15,102832.09,2832.09,2.83
7,HINDUNILVR,71.2,39.81,26.0,0.0,30.0,4.0,0.0,105.0,118.0,100000.0,39369.39,60502.0,99871.39,-128.61,-0.13
8,ITC,77.66,33.17,143.0,0.0,211.0,27.0,0.0,107.0,111.0,100000.0,38396.07,59917.0,98313.07,-1686.93,-1.69
9,KOTAKBANK,80.86,42.46,37.0,0.0,42.0,5.0,9.0,84.0,112.0,100000.0,26819.25,66045.0,92864.25,-7135.75,-7.14
10,LT,66.65,44.33,9.0,0.0,19.0,3.0,5.0,89.0,110.0,100000.0,66251.08,32489.55,98740.63,-1259.37,-1.26
11,AXISBANK,77.4,43.2,22.0,0.0,68.0,9.0,0.0,97.0,112.0,100000.0,72512.06,23496.0,96008.06,-3991.94,-3.99
12,BAJFINANCE,70.91,25.47,53.0,0.0,102.0,14.0,0.0,109.0,108.0,100000.0,55351.87,36225.5,91577.37,-8422.63,-8.42
13,MARUTI,10.04,100.0,0.0,0.0,1.0,0.0,213.0,0.0,1.0,100000.0,101183.0,0.0,101183.0,1183.0,1.18
14,NTPC,64.55,38.68,95.0,0.0,180.0,32.0,0.0,101.0,115.0,100000.0,62021.48,31616.0,93637.48,-6362.52,-6.36
15,TATASTEEL,65.39,31.98,282.0,0.0,425.0,75.0,0.0,90.0,138.0,100000.0,51541.13,38055.9,89597.03,-10402.97,-10.4
16,ULTRACEMCO,10.41,60.0,0.0,0.0,1.0,1.0,209.0,4.0,6.0,100000.0,99720.62,0.0,99720.62,-279.38,-0.28
17,SUNPHARMA,76.18,53.46,38.0,0.0,63.0,7.0,62.0,77.0,91.0,100000.0,55555.17,71820.0,127375.16,27375.17,27.38
18,WIPRO,76.77,43.04,59.0,0.0,347.0,44.0,0.0,103.0,129.0,100000.0,90573.12,17469.9,108043.02,8043.02,8.04
19,HCLTECH,72.88,42.67,10.0,0.0,53.0,7.0,0.0,117.0,115.0,100000.0,84451.66,19248.0,103699.66,3699.66,3.7
20,ABFRL,59.77,38.38,124.0,0.0,358.0,66.0,0.0,86.0,115.0,100000.0,77175.31,26288.0,103463.31,3463.31,3.46
21,VOLTAS,70.4,42.38,5.0,0.0,63.0,9.0,0.0,108.0,103.0,100000.0,96247.53,8966.5,105214.03,5214.03,5.21
22,CHOLAFIN,65.75,37.57,21.0,0.0,47.0,9.0,0.0,87.0,105.0,100000.0,71918.6,24943.8,96862.4,-3137.6,-3.14
23,CROMPTON,70.25,37.77,90.0,0.0,247.0,33.0,0.0,94.0,98.0,100000.0,69771.29,35577.0,105348.29,5348.29,5.35
24,DEEPAKNTR,55.35,44.62,6.0,0.0,26.0,4.0,0.0,107.0,90.0,100000.0,85843.12,15000.0,100843.12,843.12,0.84
25,GLENMARK,68.98,48.8,20.0,0.0,74.0,11.0,0.0,99.0,114.0,100000.0,70640.88,32238.0,102878.88,2878.88,2.88
26,JUBLFOOD,68.84,48.54,57.0,0.0,130.0,20.0,0.0,116.0,95.0,100000.0,67523.83,40812.0,108335.83,8335.83,8.34
27,MUTHOOTFIN,69.96,48.99,9.0,0.0,39.0,7.0,0.0,104.0,97.0,100000.0,84978.77,19260.0,104238.77,4238.77,4.24
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,49.24,51.31,0.0,0.0,13.0,2.0,23.0,96.0,95.0,100000.0,113545.23,0.0,113545.23,13545.23,13.55
30,POLYCAB,51.3,49.09,2.0,0.0,12.0,2.0,48.0,84.0,83.0,100000.0,103078.48,14550.0,117628.48,17628.48,17.63
31,SRF,71.97,41.29,0.0,0.0,31.0,4.0,0.0,102.0,99.0,100000.0,94653.28,0.0,94653.28,-5346.72,-5.35
32,TATAELXSI,41.12,39.67,3.0,0.0,6.0,1.0,113.0,56.0,68.0,100000.0,83836.59,20361.0,104197.59,4197.59,4.2
