,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,25.17,44.57,8.0,0.0,22.0,8.0,0.0,78.0,98.0,100000.0,91511.17,9731.2,101242.37,1242.37,1.24
1,HDFCBANK,25.84,50.0,0.0,0.0,20.0,7.0,0.0,71.0,83.0,100000.0,100955.49,0.0,100955.49,955.49,0.96
2,BHARTIARTL,18.74,36.75,5.0,0.0,23.0,9.0,0.0,75.0,92.0,100000.0,91824.17,7967.0,99791.17,-208.83,-0.21
3,TCS,24.4,40.41,2.0,0.0,7.0,2.0,0.0,86.0,108.0,100000.0,91453.85,8212.0,99665.85,-334.15,-0.33
4,ICICIBANK,18.61,50.0,7.0,0.0,26.0,10.0,0.0,78.0,91.0,100000.0,90943.25,8984.5,99927.75,-72.25,-0.07
5,SBIN,25.94,44.76,12.0,0.0,40.0,15.0,0.0,66.0,78.0,100000.0,92773.93,9552.0,102325.93,2325.93,2.33
6,INFY,18.85,43.65,4.0,0.0,18.0,7.0,0.0,100.0,98.0,100000.0,91932.88,7542.6,99475.48,-524.52,-0.52
7,HINDUNILVR,24.12,30.65,4.0,0.0,11.0,4.0,0.0,86.0,101.0,100000.0,88936.54,9308.0,98244.54,-1755.46,-1.76
8,ITC,33.28,40.13,21.0,0.0,108.0,28.0,0.0,80.0,78.0,100000.0,91313.75,8799.0,100112.75,112.75,0.11
9,KOTAKBANK,24.24,40.28,0.0,0.0,14.0,6.0,0.0,60.0,84.0,100000.0,99422.9,0.0,99422.9,-577.1,-0.58
10,LT,14.97,40.65,2.0,0.0,6.0,2.0,0.0,52.0,72.0,100000.0,93511.77,7219.9,100731.67,731.67,0.73
11,AXISBANK,19.09,40.54,0.0,0.0,24.0,9.0,0.0,68.0,80.0,100000.0,99397.18,0.0,99397.18,-602.82,-0.6
12,BAJFINANCE,26.32,35.48,13.0,0.0,49.0,15.0,0.0,78.0,78.0,100000.0,91449.2,8885.5,100334.7,334.7,0.33
13,MARUTI,9.95,50.0,0.0,0.0,1.0,1.0,162.0,1.0,3.0,100000.0,100080.14,0.0,100080.14,80.14,0.08
14,NTPC,19.21,39.26,0.0,0.0,75.0,32.0,0.0,78.0,85.0,100000.0,99700.1,0.0,99700.1,-299.9,-0.3
15,TATASTEEL,18.95,39.89,135.0,0.0,211.0,78.0,0.0,71.0,109.0,100000.0,82472.25,18218.25,100690.5,690.5,0.69
16,ULTRACEMCO,10.17,39.02,0.0,0.0,1.0,1.0,130.0,17.0,24.0,100000.0,100300.77,0.0,100300.77,300.77,0.3
17,SUNPHARMA,25.96,41.99,5.0,0.0,20.0,7.0,0.0,87.0,95.0,100000.0,90342.65,9450.0,99792.65,-207.35,-0.21
18,WIPRO,18.92,45.77,31.0,0.0,107.0,46.0,0.0,86.0,116.0,100000.0,93376.72,9179.1,102555.82,2555.82,2.56
19,HCLTECH,18.76,39.5,5.0,0.0,15.0,7.0,0.0,101.0,100.0,100000.0,89516.21,9624.0,99140.21,-859.79,-0.86
20,ABFRL,10.89,37.42,0.0,0.0,123.0,62.0,0.0,59.0,96.0,100000.0,99475.45,0.0,99475.45,-524.55,-0.52
21,VOLTAS,18.82,39.64,0.0,0.0,17.0,10.0,0.0,79.0,90.0,100000.0,99206.91,0.0,99206.91,-793.09,-0.79
22,CHOLAFIN,16.11,41.5,8.0,0.0,16.0,9.0,0.0,66.0,82.0,100000.0,90544.95,9502.4,100047.35,47.35,0.05
23,CROMPTON,18.61,36.48,0.0,0.0,67.0,37.0,0.0,76.0,83.0,100000.0,99567.62,0.0,99567.62,-432.38,-0.43
24,DEEPAKNTR,17.31,47.95,0.0,0.0,9.0,4.0,0.0,78.0,68.0,100000.0,101354.35,0.0,101354.35,1354.35,1.35
25,GLENMARK,18.54,41.42,0.0,0.0,23.0,11.0,0.0,75.0,94.0,100000.0,99322.16,0.0,99322.16,-677.84,-0.68
26,JUBLFOOD,11.1,34.84,0.0,0.0,42.0,22.0,0.0,91.0,64.0,100000.0,98684.1,0.0,98684.1,-1315.9,-1.32
27,MUTHOOTFIN,10.35,54.88,0.0,0.0,13.0,7.0,0.0,82.0,82.0,100000.0,101554.66,0.0,101554.66,1554.66,1.55
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,16.05,47.49,0.0,0.0,6.0,2.0,0.0,94.0,85.0,100000.0,100471.66,0.0,100471.66,471.66,0.47
30,POLYCAB,15.38,44.0,0.0,0.0,4.0,2.0,0.0,84.0,91.0,100000.0,99593.22,0.0,99593.22,-406.78,-0.41
31,SRF,10.69,41.96,0.0,0.0,8.0,4.0,0.0,75.0,68.0,100000.0,99131.99,0.0,99131.99,-868.01,-0.87
32,TATAELXSI,14.18,40.83,0.0,0.0,3.0,1.0,0.0,105.0,113.0,100000.0,100789.69,0.0,100789.69,789.69,0.79
33,UBL,18.09,30.97,4.0,0.0,11.0,5.0,0.0,72.0,84.0,100000.0,89994.89,8160.0,98154.89,-1845.11,-1.85
34,ZYDUSLIFE,18.37,43.86,0.0,0.0,26.0,14.0,0.0,67.0,104.0,100000.0,99831.05,0.0,99831.05,-168.95,-0.17
35,AEGISLOG,12.37,32.42,0.0,0.0,44.0,29.0,0.0,89.0,93.0,100000.0,97064.81,0.0,97064.81,-2935.19,-2.94
36,BALAMINES,11.32,33.5,0.0,0.0,8.0,5.0,0.0,133.0,67.0,100000.0,98440.93,0.0,98440.93,-1559.07,-1.56
37,CERA,10.74,36.94,1.0,0.0,2.0,1.0,11.0,78.0,80.0,100000.0,90966.47,7635.75,98602.22,-1397.78,-1.4
38,DALBHARAT,10.85,36.11,5.0,0.0,10.0,5.0,0.0,56.0,53.0,100000.0,89406.33,8843.75,98250.08,-1749.92,-1.75
39,FINEORG,10.25,36.96,2.0,0.0,4.0,2.0,0.0,99.0,86.0,100000.0,91180.32,8936.0,100116.32,116.32,0.12
40,GRANULES,18.66,40.51,0.0,0.0,46.0,25.0,0.0,65.0,93.0,100000.0,100265.68,0.0,100265.68,265.68,0.27
41,AJANTPHARM,11.51,38.55,0.0,0.0,8.0,4.0,0.0,75.0,91.0,100000.0,97953.71,0.0,97953.71,-2046.29,-2.05
42,INDIGO,18.44,41.77,0.0,0.0,6.0,3.0,0.0,80.0,78.0,100000.0,99912.09,0.0,99912.09,-87.91,-0.09
43,KEI,18.12,41.38,0.0,0.0,6.0,3.0,0.0,85.0,89.0,100000.0,99475.24,0.0,99475.24,-524.76,-0.52
44,LEMONTREE,11.06,41.05,64.0,0.0,163.0,83.0,0.0,71.0,120.0,100000.0,89530.74,9792.0,99322.74,-677.26,-0.68
45,MAZDOCK,10.63,44.67,4.0,0.0,19.0,10.0,0.0,75.0,123.0,100000.0,92044.99,8903.6,100948.59,948.59,0.95
46,RITES,10.62,39.51,0.0,0.0,68.0,40.0,0.0,82.0,123.0,100000.0,99983.25,0.0,99983.25,-16.75,-0.02
47,KPITTECH,10.54,38.42,6.0,0.0,14.0,7.0,0.0,76.0,115.0,100000.0,90706.47,8795.7,99502.17,-497.83,-0.5
48,TEJASNET,10.93,35.8,0.0,0.0,26.0,15.0,0.0,74.0,88.0,100000.0,99593.2,0.0,99593.2,-406.8,-0.41
49,HINDCOPPER,11.04,44.86,0.0,0.0,73.0,41.0,0.0,102.0,83.0,100000.0,100030.3,0.0,100030.3,30.3,0.03
50,Mean,16.46,39.98,6.96,0.0,33.26,15.14,9.32,75.24,85.18,100000.0,95745.84,4064.84,99810.69,-189.31,-0.19
