stock,profitPct,totalTrades,winRate,avgWinpct,avgLosspct,expentancypct,profitFactor
NYKAA_minute,-0.51,26,0.31,1.79,-1.47,-0.46,0.54
APLAPOLLO_minute,-0.51,13,0.38,1.68,-1.89,-0.52,0.56
TRIDENT_minute,-0.51,35,0.31,1.2,-1.31,-0.52,0.44
JYOTHYLAB_minute,-0.52,37,0.38,1.66,-1.77,-0.47,0.6
ANGELONE_minute,-0.52,24,0.5,2.34,-3.13,-0.39,0.75
JPPOWER_minute,-0.52,18,0.39,2.86,-2.48,-0.4,0.73
RATNAMANI_minute,-0.52,36,0.36,1.28,-1.55,-0.53,0.47
GRINDWELL_minute,-0.53,32,0.44,0.85,-1.57,-0.51,0.42
JUBLPHARMA_minute,-0.54,30,0.4,1.47,-1.8,-0.49,0.55
INOXWIND_minute,-0.54,43,0.37,2.45,-2.25,-0.5,0.67
LICHSGFIN_minute,-0.54,15,0.53,0.62,-1.84,-0.53,0.39
ICICIPRULI_minute,-0.56,15,0.33,0.82,-1.17,-0.51,0.39
KSB_minute,-0.56,24,0.29,2.0,-1.59,-0.54,0.52
MAXHEALTH_minute,-0.56,21,0.43,1.84,-2.3,-0.52,0.6
AMBER_minute,-0.56,22,0.23,1.64,-1.31,-0.64,0.39
TATATECH_minute,-0.56,13,0.23,2.43,-1.55,-0.63,0.52
VBL_minute,-0.57,15,0.47,1.22,-2.4,-0.71,0.51
TANLA_minute,-0.57,36,0.33,1.6,-1.59,-0.53,0.5
CHENNPETRO_minute,-0.57,41,0.39,1.57,-1.85,-0.51,0.54
ERIS_minute,-0.57,20,0.4,0.98,-1.55,-0.54,0.42
CHOLAHLDNG_minute,-0.57,26,0.35,1.62,-1.73,-0.57,0.5
BRIGADE_minute,-0.57,26,0.42,2.31,-2.75,-0.61,0.62
PHOENIXLTD_minute,-0.58,10,0.3,4.37,-2.7,-0.58,0.69
FEDERALBNK_minute,-0.58,5,0.2,0.69,-1.03,-0.68,0.17
JKBANK_minute,-0.58,24,0.42,1.08,-1.74,-0.57,0.44
TEJASNET_minute,-0.59,29,0.21,2.86,-1.51,-0.61,0.49
GILLETTE_minute,-0.59,31,0.42,1.29,-1.83,-0.52,0.51
EMAMILTD_minute,-0.59,33,0.3,1.39,-1.37,-0.54,0.44
KNRCON_minute,-0.59,25,0.28,1.59,-1.41,-0.57,0.44
MAHABANK_minute,-0.6,38,0.29,1.62,-1.54,-0.62,0.43
NMDC_minute,-0.6,8,0.38,1.36,-1.68,-0.54,0.49
INDIAMART_minute,-0.61,17,0.41,1.39,-1.85,-0.52,0.52
ADANIPOWER_minute,-0.62,25,0.2,1.26,-1.2,-0.71,0.28
GLAND_minute,-0.62,23,0.39,1.24,-1.75,-0.58,0.46
DIVISLAB_minute,-0.62,12,0.33,0.49,-1.07,-0.55,0.23
ENGINERSIN_minute,-0.62,41,0.39,2.05,-2.38,-0.65,0.55
MAZDOCK_minute,-0.62,48,0.4,1.67,-2.0,-0.55,0.55
NETWORK18_minute,-0.62,29,0.38,3.01,-2.63,-0.49,0.7
GMDCLTD_minute,-0.63,44,0.34,1.51,-1.67,-0.59,0.47
TECHNOE_minute,-0.63,28,0.54,1.52,-3.5,-0.81,0.54
GODIGIT_minute,-0.64,12,0.33,2.24,-1.92,-0.53,0.58
ICICIGI_minute,-0.64,14,0.36,0.82,-1.52,-0.69,0.3
SUNDARMFIN_minute,-0.65,27,0.26,2.6,-1.82,-0.67,0.53
RITES_minute,-0.65,48,0.4,2.1,-2.39,-0.61,0.58
NAVINFLUOR_minute,-0.65,19,0.53,0.37,-1.69,-0.61,0.24
GSFC_minute,-0.65,29,0.41,1.15,-2.16,-0.79,0.43
APTUS_minute,-0.66,18,0.39,1.52,-2.01,-0.64,0.48
INDIACEM_minute,-0.66,23,0.26,2.24,-1.72,-0.69,0.49
AWL_minute,-0.66,19,0.26,3.04,-1.99,-0.67,0.55
NAUKRI_minute,-0.68,15,0.47,0.5,-1.6,-0.62,0.27
JBMA_minute,-0.7,32,0.38,1.03,-1.61,-0.62,0.38
VARROC_minute,-0.71,25,0.32,2.09,-1.92,-0.64,0.51
CCL_minute,-0.71,39,0.26,0.97,-1.31,-0.72,0.26
EASEMYTRIP_minute,-0.72,22,0.27,0.92,-1.39,-0.76,0.25
PRESTIGE_minute,-0.73,17,0.47,1.74,-2.69,-0.61,0.57
POONAWALLA_minute,-0.73,27,0.33,0.96,-1.54,-0.71,0.31
SBICARD_minute,-0.75,13,0.31,0.62,-1.35,-0.75,0.2
UCOBANK_minute,-0.75,37,0.35,1.33,-1.81,-0.71,0.41
TORNTPOWER_minute,-0.76,40,0.38,1.48,-2.05,-0.73,0.43
SBFC_minute,-0.76,10,0.4,1.62,-2.38,-0.78,0.45
HINDUNILVR_minute,-0.76,11,0.09,1.47,-0.95,-0.73,0.15
PNCINFRA_minute,-0.78,28,0.36,1.97,-2.2,-0.71,0.5
RAJESHEXPO_minute,-0.83,27,0.37,1.03,-2.02,-0.89,0.32
CARBORUNIV_minute,-0.84,23,0.43,0.72,-1.92,-0.77,0.29
CLEAN_minute,-0.86,14,0.36,0.94,-1.8,-0.82,0.29
RECLTD_minute,-0.88,11,0.18,2.38,-1.56,-0.84,0.38
CUB_minute,-0.88,15,0.33,0.88,-1.73,-0.86,0.26
MEDANTA_minute,-0.9,16,0.06,6.0,-1.38,-0.92,0.29
EXIDEIND_minute,-0.9,14,0.29,1.5,-2.05,-1.04,0.29
HONASA_minute,-0.91,35,0.43,2.01,-3.28,-1.01,0.48
TITAN_minute,-0.91,8,0.5,0.67,-2.5,-0.92,0.27
IRB_minute,-0.91,32,0.34,1.1,-1.98,-0.92,0.31
HAL_minute,-0.95,7,0.29,0.91,-1.62,-0.9,0.23
INOXINDIA_minute,-0.96,22,0.27,1.5,-1.8,-0.9,0.31
SAMMAANCAP_minute,-0.96,22,0.45,1.5,-3.06,-0.99,0.41
VTL_minute,-0.99,28,0.29,1.51,-1.94,-0.96,0.31
JUBLINGREA_minute,-1.03,30,0.27,2.14,-2.07,-0.95,0.37
JKLAKSHMI_minute,-1.04,14,0.14,1.46,-1.45,-1.04,0.17
SWSOLAR_minute,-1.05,15,0.27,2.61,-2.52,-1.15,0.38
ATGL_minute,-1.06,30,0.33,0.68,-2.18,-1.22,0.16
BDL_minute,-1.1,28,0.29,1.23,-2.25,-1.26,0.23
RHIM_minute,-1.11,15,0.27,1.41,-2.08,-1.15,0.25
SYRMA_minute,-1.12,21,0.33,2.35,-2.6,-0.95,0.45
AJANTPHARM_minute,-1.13,27,0.33,0.63,-1.81,-0.99,0.17
SOBHA_minute,-1.14,39,0.31,2.06,-2.49,-1.09,0.37
IDFCFIRSTB_minute,-1.16,7,0.57,0.58,-3.26,-1.06,0.24
PFC_minute,-1.23,6,0.33,0.71,-2.01,-1.11,0.18
TATAMOTORS_minute,-1.31,8,0.25,0.33,-1.71,-1.2,0.06
ANANDRATHI_minute,-1.33,25,0.2,1.18,-1.89,-1.28,0.16
HDFCLIFE_minute,-1.35,2,0.0,0.0,-1.31,-1.31,0.0
ADANIGREEN_minute,-1.36,26,0.31,1.83,-3.14,-1.61,0.27
SWANENERGY_minute,-1.69,17,0.24,1.89,-2.52,-1.49,0.23
AUBANK_minute,-1.88,8,0.0,0.0,-1.86,-1.86,0.0
