,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
38,DALBHARAT,47.09,43.93,9.0,0.0,24.0,5.0,0.0,56.0,53.0,100000.0,80249.51,15918.75,96168.26,-3831.74,-3.83
39,FINEORG,47.59,40.56,2.0,0.0,10.0,2.0,4.0,97.0,84.0,100000.0,89466.33,8936.0,98402.33,-1597.67,-1.6
40,GRANULES,73.51,42.31,29.0,0.0,153.0,24.0,0.0,65.0,93.0,100000.0,84761.0,17082.45,101843.45,1843.45,1.84
41,AJANTPHARM,47.65,43.98,0.0,0.0,19.0,4.0,0.0,75.0,91.0,100000.0,100243.81,0.0,100243.81,243.81,0.24
42,INDIGO,50.13,40.26,2.0,0.0,15.0,3.0,3.0,79.0,76.0,100000.0,92249.36,9106.4,101355.76,1355.76,1.36
43,KEI,52.92,41.32,7.0,0.0,14.0,3.0,3.0,84.0,87.0,100000.0,73777.31,31009.3,104786.61,4786.61,4.79
44,LEMONTREE,65.15,34.76,204.0,0.0,519.0,82.0,0.0,71.0,120.0,100000.0,71582.0,31212.0,102794.0,2794.0,2.79
45,MAZDOCK,50.31,42.13,5.0,0.0,53.0,9.0,0.0,75.0,123.0,100000.0,102050.57,11129.5,113180.07,13180.07,13.18
46,RITES,74.98,45.37,0.0,0.0,255.0,40.0,0.0,82.0,123.0,100000.0,107948.78,0.0,107948.78,7948.77,7.95
47,KPITTECH,56.13,37.97,22.0,0.0,35.0,7.0,0.0,76.0,115.0,100000.0,67054.47,32250.9,99305.37,-694.63,-0.69
48,TEJASNET,43.07,35.4,6.0,0.0,50.0,13.0,0.0,74.0,88.0,100000.0,85805.89,7098.0,92903.89,-7096.11,-7.1
49,HINDCOPPER,52.57,43.24,0.0,0.0,180.0,41.0,0.0,102.0,83.0,100000.0,95847.64,0.0,95847.64,-4152.36,-4.15
50,Mean,58.07,42.53,31.18,0.0,87.1,14.64,15.4,72.14,82.2,100000.0,78210.72,23691.08,101901.8,1901.8,1.9
