,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,75.07,32.75,27.0,0.0,52.0,7.0,0.0,78.0,98.0,100000.0,58993.35,32842.8,91836.15,-8163.85,-8.16
1,HDFCBANK,83.63,68.12,21.0,0.0,53.0,6.0,10.0,64.0,80.0,100000.0,68260.17,37212.0,105472.17,5472.17,5.47
2,BHARTIARTL,61.68,47.85,20.0,0.0,53.0,9.0,0.0,75.0,92.0,100000.0,71142.08,31868.0,103010.08,3010.08,3.01
3,TCS,66.08,41.18,7.0,0.0,17.0,2.0,20.0,73.0,101.0,100000.0,71441.84,28742.0,100183.84,183.84,0.18
4,ICICIBANK,69.03,54.82,17.0,0.0,64.0,8.0,0.0,78.0,91.0,100000.0,84692.15,21819.5,106511.65,6511.65,6.51
5,SBIN,69.63,41.43,38.0,0.0,92.0,15.0,0.0,66.0,78.0,100000.0,68603.53,30248.0,98851.53,-1148.47,-1.15
6,INFY,67.27,38.46,11.0,0.0,44.0,6.0,0.0,100.0,98.0,100000.0,82828.15,20742.15,103570.3,3570.3,3.57
7,HINDUNILVR,68.09,39.77,26.0,0.0,28.0,4.0,0.0,86.0,101.0,100000.0,40242.04,60502.0,100744.04,744.04,0.74
8,ITC,76.27,31.13,116.0,0.0,202.0,26.0,0.0,80.0,78.0,100000.0,48826.38,48604.0,97430.38,-2569.62,-2.57
9,KOTAKBANK,78.56,46.09,32.0,0.0,43.0,6.0,5.0,58.0,81.0,100000.0,39302.34,57120.0,96422.34,-3577.66,-3.58
10,LT,58.87,36.97,9.0,0.0,17.0,2.0,0.0,52.0,72.0,100000.0,64801.55,32489.55,97291.1,-2708.9,-2.71
11,AXISBANK,72.09,41.78,15.0,0.0,61.0,9.0,0.0,68.0,80.0,100000.0,79227.57,16020.0,95247.57,-4752.43,-4.75
12,BAJFINANCE,62.49,26.32,45.0,0.0,87.0,14.0,0.0,78.0,78.0,100000.0,61974.1,30757.5,92731.6,-7268.4,-7.27
13,MARUTI,10.04,100.0,0.0,0.0,1.0,0.0,165.0,0.0,1.0,100000.0,101183.0,0.0,101183.0,1183.0,1.18
14,NTPC,58.51,35.0,73.0,0.0,156.0,32.0,0.0,78.0,85.0,100000.0,68260.79,24294.4,92555.19,-7444.81,-7.44
15,TATASTEEL,61.44,32.76,288.0,0.0,397.0,75.0,0.0,71.0,109.0,100000.0,52445.9,38865.6,91311.5,-8688.5,-8.69
16,ULTRACEMCO,10.42,50.0,0.0,0.0,1.0,1.0,163.0,2.0,6.0,100000.0,99711.27,0.0,99711.27,-288.73,-0.29
17,SUNPHARMA,72.33,56.74,33.0,0.0,59.0,7.0,34.0,73.0,75.0,100000.0,62945.06,62370.0,125315.06,25315.06,25.32
18,WIPRO,76.93,43.5,59.0,0.0,321.0,44.0,0.0,86.0,116.0,100000.0,89906.77,17469.9,107376.67,7376.67,7.38
19,HCLTECH,71.88,42.56,12.0,0.0,51.0,7.0,0.0,101.0,100.0,100000.0,80335.5,23097.6,103433.1,3433.1,3.43
20,ABFRL,56.09,37.91,84.0,0.0,338.0,62.0,0.0,59.0,96.0,100000.0,85856.43,17808.0,103664.43,3664.43,3.66
21,VOLTAS,70.68,44.97,0.0,0.0,53.0,9.0,0.0,79.0,90.0,100000.0,105323.85,0.0,105323.85,5323.85,5.32
22,CHOLAFIN,65.61,38.62,21.0,0.0,47.0,9.0,0.0,66.0,82.0,100000.0,72900.77,24943.8,97844.57,-2155.43,-2.16
23,CROMPTON,63.42,35.48,90.0,0.0,232.0,36.0,0.0,76.0,83.0,100000.0,68813.45,35577.0,104390.45,4390.45,4.39
24,DEEPAKNTR,54.72,47.22,6.0,0.0,26.0,4.0,0.0,78.0,68.0,100000.0,87368.77,15000.0,102368.77,2368.77,2.37
25,GLENMARK,63.77,48.48,21.0,0.0,72.0,11.0,0.0,75.0,94.0,100000.0,70067.91,33849.9,103917.81,3917.81,3.92
26,JUBLFOOD,57.01,43.14,27.0,0.0,98.0,21.0,0.0,91.0,64.0,100000.0,83180.13,19332.0,102512.13,2512.13,2.51
27,MUTHOOTFIN,65.58,49.69,9.0,0.0,37.0,6.0,0.0,82.0,82.0,100000.0,85904.08,19260.0,105164.08,5164.07,5.16
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,49.83,52.83,0.0,0.0,12.0,2.0,20.0,80.0,79.0,100000.0,112573.08,0.0,112573.08,12573.08,12.57
30,POLYCAB,46.38,50.34,1.0,0.0,11.0,2.0,27.0,74.0,74.0,100000.0,106804.45,7275.0,114079.45,14079.45,14.08
31,SRF,56.26,41.26,0.0,0.0,24.0,4.0,0.0,75.0,68.0,100000.0,96497.68,0.0,96497.68,-3502.32,-3.5
32,TATAELXSI,40.87,39.32,2.0,0.0,6.0,1.0,99.0,53.0,66.0,100000.0,90884.69,13574.0,104458.69,4458.69,4.46
33,UBL,68.29,45.52,33.0,0.0,42.0,5.0,0.0,72.0,84.0,100000.0,38594.46,67320.0,105914.46,5914.46,5.91
34,ZYDUSLIFE,71.54,43.67,73.0,0.0,87.0,13.0,0.0,67.0,104.0,100000.0,30946.32,70883.0,101829.32,1829.32,1.83
35,AEGISLOG,41.38,41.81,52.0,0.0,110.0,28.0,0.0,89.0,93.0,100000.0,66846.4,42744.0,109590.4,9590.4,9.59
36,BALAMINES,61.61,31.5,0.0,0.0,29.0,5.0,0.0,133.0,67.0,100000.0,96830.76,0.0,96830.76,-3169.24,-3.17
37,CERA,38.99,36.36,5.0,0.0,5.0,1.0,54.0,55.0,60.0,100000.0,64982.58,38178.75,103161.33,3161.33,3.16
