,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,18.2,30.77,0.0,0.0,14.0,8.0,0.0,4.0,9.0,100000.0,100257.69,0.0,100257.69,257.69,0.26
1,HDFCBANK,17.92,55.56,10.0,0.0,10.0,6.0,0.0,5.0,6.0,100000.0,82836.45,17720.0,100556.45,556.45,0.56
2,BHARTIARTL,17.44,43.75,5.0,0.0,11.0,9.0,0.0,7.0,10.0,100000.0,92782.32,7967.0,100749.32,749.32,0.75
3,TCS,17.49,30.43,0.0,0.0,4.0,2.0,0.0,11.0,12.0,100000.0,100075.42,0.0,100075.42,75.42,0.08
4,ICICIBANK,18.36,50.0,7.0,0.0,15.0,9.0,0.0,11.0,14.0,100000.0,91758.22,8984.5,100742.72,742.72,0.74
5,SBIN,18.56,13.33,0.0,0.0,22.0,13.0,0.0,8.0,7.0,100000.0,98803.79,0.0,98803.79,-1196.21,-1.2
6,INFY,18.58,30.43,0.0,0.0,13.0,7.0,0.0,10.0,13.0,100000.0,98840.92,0.0,98840.92,-1159.08,-1.16
7,HINDUNILVR,24.7,20.0,0.0,0.0,9.0,4.0,0.0,12.0,18.0,100000.0,98771.84,0.0,98771.84,-1228.16,-1.23
8,ITC,18.81,27.78,0.0,0.0,53.0,27.0,0.0,10.0,8.0,100000.0,100592.12,0.0,100592.12,592.12,0.59
9,KOTAKBANK,17.36,29.41,5.0,0.0,10.0,5.0,0.0,9.0,9.0,100000.0,91114.95,8925.0,100039.95,39.95,0.04
10,LT,7.29,42.86,2.0,0.0,4.0,2.0,0.0,3.0,5.0,100000.0,93299.08,7219.9,100518.98,518.98,0.52
11,AXISBANK,17.4,14.29,0.0,0.0,15.0,9.0,0.0,3.0,4.0,100000.0,99441.13,0.0,99441.13,-558.87,-0.56
12,BAJFINANCE,10.5,25.0,14.0,0.0,15.0,15.0,0.0,3.0,6.0,100000.0,91196.97,9569.0,100765.97,765.97,0.77
13,MARUTI,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
