,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
14,NTPC,10.51,37.5,27.0,0.0,56.0,32.0,0.0,7.0,10.0,100000.0,90675.05,8985.6,99660.65,-339.35,-0.34
15,TATASTEEL,10.77,21.43,0.0,0.0,74.0,77.0,0.0,7.0,7.0,100000.0,99773.43,0.0,99773.43,-226.57,-0.23
16,ULTRACEMCO,10.21,42.86,0.0,0.0,1.0,1.0,14.0,3.0,4.0,100000.0,100130.07,0.0,100130.07,130.07,0.13
17,SUNPHARMA,17.22,34.62,5.0,0.0,16.0,6.0,0.0,17.0,10.0,100000.0,89735.17,9450.0,99185.17,-814.83,-0.81
18,WIPRO,19.97,32.14,0.0,0.0,80.0,44.0,0.0,9.0,19.0,100000.0,99567.38,0.0,99567.38,-432.62,-0.43
19,HCLTECH,24.83,39.29,0.0,0.0,15.0,7.0,0.0,13.0,15.0,100000.0,99532.63,0.0,99532.63,-467.37,-0.47
20,ABFRL,19.5,26.92,0.0,0.0,77.0,61.0,0.0,12.0,14.0,100000.0,99075.51,0.0,99075.51,-924.49,-0.92
21,VOLTAS,24.93,48.65,0.0,0.0,17.0,10.0,0.0,18.0,19.0,100000.0,100796.69,0.0,100796.69,796.69,0.8
22,CHOLAFIN,18.35,47.06,0.0,0.0,15.0,8.0,0.0,17.0,17.0,100000.0,102698.99,0.0,102698.99,2698.99,2.7
23,CROMPTON,26.76,37.5,25.0,0.0,68.0,33.0,0.0,14.0,19.0,100000.0,91296.07,9882.5,101178.57,1178.57,1.18
24,DEEPAKNTR,30.46,41.94,0.0,0.0,14.0,4.0,0.0,12.0,19.0,100000.0,98972.57,0.0,98972.57,-1027.43,-1.03
25,GLENMARK,18.78,38.71,0.0,0.0,21.0,10.0,0.0,13.0,18.0,100000.0,99585.5,0.0,99585.5,-414.5,-0.41
26,JUBLFOOD,18.74,31.03,0.0,0.0,42.0,21.0,0.0,17.0,12.0,100000.0,99599.09,0.0,99599.09,-400.91,-0.4
27,MUTHOOTFIN,19.17,40.0,4.0,0.0,12.0,7.0,0.0,28.0,23.0,100000.0,90171.26,8560.0,98731.26,-1268.74,-1.27
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,9.63,48.28,0.0,0.0,2.0,2.0,0.0,16.0,13.0,100000.0,101237.36,0.0,101237.36,1237.36,1.24
30,POLYCAB,15.1,64.71,0.0,0.0,2.0,2.0,0.0,18.0,16.0,100000.0,100034.12,0.0,100034.12,34.11,0.03
31,SRF,16.89,45.95,0.0,0.0,7.0,4.0,0.0,20.0,17.0,100000.0,99485.36,0.0,99485.36,-514.64,-0.51
32,TATAELXSI,28.37,34.78,0.0,0.0,4.0,1.0,1.0,35.0,34.0,100000.0,100152.78,0.0,100152.78,152.78,0.15
33,UBL,26.37,31.15,4.0,0.0,14.0,5.0,0.0,26.0,36.0,100000.0,90301.63,8160.0,98461.63,-1538.37,-1.54
34,ZYDUSLIFE,31.72,26.19,10.0,0.0,43.0,13.0,0.0,16.0,27.0,100000.0,91065.69,9710.0,100775.69,775.69,0.78
35,AEGISLOG,18.37,42.19,12.0,0.0,62.0,25.0,0.0,29.0,36.0,100000.0,91648.62,9864.0,101512.62,1512.62,1.51
36,BALAMINES,17.76,36.62,0.0,0.0,11.0,5.0,0.0,52.0,19.0,100000.0,100770.4,0.0,100770.4,770.4,0.77
37,CERA,25.42,34.33,0.0,0.0,3.0,1.0,8.0,39.0,28.0,100000.0,99094.43,0.0,99094.43,-905.57,-0.91
38,DALBHARAT,35.27,39.39,0.0,0.0,19.0,5.0,0.0,15.0,18.0,100000.0,100049.42,0.0,100049.42,49.42,0.05
39,FINEORG,16.99,32.73,0.0,0.0,4.0,2.0,0.0,27.0,28.0,100000.0,98540.11,0.0,98540.11,-1459.89,-1.46
40,GRANULES,19.07,45.24,0.0,0.0,63.0,24.0,0.0,14.0,28.0,100000.0,100985.64,0.0,100985.64,985.64,0.99
41,AJANTPHARM,19.46,32.0,0.0,0.0,8.0,4.0,0.0,19.0,31.0,100000.0,98394.74,0.0,98394.74,-1605.26,-1.61
42,INDIGO,16.9,53.57,2.0,0.0,5.0,3.0,0.0,12.0,17.0,100000.0,93721.88,9106.4,102828.28,2828.28,2.83
43,KEI,17.56,51.35,4.0,0.0,4.0,3.0,0.0,18.0,21.0,100000.0,84867.96,17719.6,102587.56,2587.56,2.59
44,LEMONTREE,27.26,33.33,60.0,0.0,185.0,85.0,0.0,25.0,27.0,100000.0,92095.02,9180.0,101275.02,1275.02,1.28
45,MAZDOCK,25.49,29.41,0.0,0.0,24.0,10.0,0.0,27.0,41.0,100000.0,98461.11,0.0,98461.11,-1538.89,-1.54
46,RITES,21.78,30.0,0.0,0.0,79.0,40.0,0.0,31.0,49.0,100000.0,96332.59,0.0,96332.59,-3667.41,-3.67
47,KPITTECH,18.75,24.44,0.0,0.0,13.0,7.0,0.0,16.0,29.0,100000.0,97541.32,0.0,97541.32,-2458.68,-2.46
48,TEJASNET,11.74,23.68,0.0,0.0,25.0,14.0,0.0,17.0,21.0,100000.0,98091.55,0.0,98091.55,-1908.45,-1.91
49,HINDCOPPER,26.96,42.31,0.0,0.0,101.0,40.0,0.0,28.0,24.0,100000.0,100265.29,0.0,100265.29,265.29,0.27
50,Mean,18.79,34.7,3.92,0.0,27.62,14.64,1.62,15.66,17.74,100000.0,96690.35,3220.07,99910.42,-89.58,-0.09
