,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
19,HCLTECH,42.86,40.0,13.0,0.0,25.0,7.0,0.0,13.0,15.0,100000.0,74734.31,25022.4,99756.71,-243.29,-0.24
20,ABFRL,29.31,34.62,0.0,0.0,109.0,61.0,0.0,12.0,14.0,100000.0,97161.58,0.0,97161.58,-2838.42,-2.84
21,VOLTAS,33.36,44.44,5.0,0.0,30.0,10.0,0.0,18.0,19.0,100000.0,88813.25,8966.5,97779.75,-2220.25,-2.22
22,CHOLAFIN,31.21,41.18,0.0,0.0,23.0,8.0,0.0,17.0,17.0,100000.0,99459.59,0.0,99459.59,-540.41,-0.54
23,CROMPTON,34.79,34.38,23.0,0.0,117.0,33.0,0.0,14.0,19.0,100000.0,92114.92,9091.9,101206.82,1206.82,1.21
24,DEEPAKNTR,40.04,48.28,6.0,0.0,19.0,4.0,0.0,12.0,19.0,100000.0,85282.4,15000.0,100282.4,282.4,0.28
25,GLENMARK,25.97,46.67,6.0,0.0,27.0,8.0,0.0,13.0,18.0,100000.0,96700.73,9671.4,106372.13,6372.13,6.37
26,JUBLFOOD,26.12,42.86,11.0,0.0,41.0,21.0,0.0,17.0,12.0,100000.0,91781.18,7876.0,99657.18,-342.82,-0.34
27,MUTHOOTFIN,35.35,31.25,12.0,0.0,18.0,7.0,0.0,28.0,23.0,100000.0,70325.76,25680.0,96005.76,-3994.24,-3.99
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,16.57,46.43,1.0,0.0,4.0,2.0,0.0,16.0,13.0,100000.0,94855.73,6470.0,101325.73,1325.73,1.33
30,POLYCAB,26.72,44.12,0.0,0.0,4.0,2.0,0.0,18.0,16.0,100000.0,98954.99,0.0,98954.99,-1045.01,-1.05
31,SRF,34.76,45.95,0.0,0.0,15.0,4.0,0.0,20.0,17.0,100000.0,98937.25,0.0,98937.25,-1062.75,-1.06
32,TATAELXSI,31.11,21.82,0.0,0.0,5.0,1.0,15.0,28.0,27.0,100000.0,97347.97,0.0,97347.97,-2652.03,-2.65
33,UBL,53.16,40.74,28.0,0.0,34.0,5.0,0.0,26.0,36.0,100000.0,50215.07,57120.0,107335.07,7335.07,7.34
34,ZYDUSLIFE,51.03,50.0,31.0,0.0,84.0,12.0,0.0,16.0,27.0,100000.0,87079.14,30101.0,117180.14,17180.14,17.18
35,AEGISLOG,44.97,51.56,13.0,0.0,112.0,26.0,0.0,29.0,36.0,100000.0,97845.9,10686.0,108531.9,8531.9,8.53
36,BALAMINES,45.13,36.62,0.0,0.0,21.0,4.0,0.0,52.0,19.0,100000.0,99412.1,0.0,99412.1,-587.9,-0.59
37,CERA,27.65,28.07,2.0,0.0,3.0,1.0,16.0,33.0,26.0,100000.0,80653.64,15271.5,95925.14,-4074.86,-4.07
38,DALBHARAT,38.61,34.38,3.0,0.0,19.0,5.0,0.0,15.0,18.0,100000.0,91664.16,5306.25,96970.41,-3029.59,-3.03
39,FINEORG,32.66,27.27,0.0,0.0,6.0,2.0,0.0,27.0,28.0,100000.0,96514.06,0.0,96514.06,-3485.94,-3.49
40,GRANULES,40.66,57.14,0.0,0.0,97.0,24.0,0.0,14.0,28.0,100000.0,113941.67,0.0,113941.67,13941.67,13.94
41,AJANTPHARM,29.81,48.0,0.0,0.0,10.0,4.0,0.0,19.0,31.0,100000.0,104584.45,0.0,104584.45,4584.45,4.58
42,INDIGO,23.17,39.29,2.0,0.0,6.0,3.0,0.0,12.0,17.0,100000.0,91336.42,9106.4,100442.82,442.82,0.44
43,KEI,34.98,40.54,4.0,0.0,8.0,3.0,0.0,18.0,21.0,100000.0,81971.19,17719.6,99690.79,-309.21,-0.31
44,LEMONTREE,47.84,26.0,109.0,0.0,313.0,81.0,0.0,25.0,27.0,100000.0,80949.09,16677.0,97626.09,-2373.91,-2.37
45,MAZDOCK,44.59,39.71,0.0,0.0,31.0,10.0,0.0,27.0,41.0,100000.0,99446.38,0.0,99446.38,-553.62,-0.55
46,RITES,47.56,28.21,54.0,0.0,144.0,40.0,0.0,31.0,49.0,100000.0,76204.06,15730.2,91934.26,-8065.74,-8.07
47,KPITTECH,42.84,30.23,12.0,0.0,23.0,7.0,0.0,16.0,29.0,100000.0,79823.26,17591.4,97414.66,-2585.34,-2.59
48,TEJASNET,33.56,26.32,0.0,0.0,34.0,11.0,0.0,17.0,21.0,100000.0,97436.92,0.0,97436.92,-2563.08,-2.56
49,HINDCOPPER,41.05,38.46,0.0,0.0,119.0,39.0,0.0,28.0,24.0,100000.0,96779.97,0.0,96779.97,-3220.03,-3.22
50,Mean,30.83,36.41,12.52,0.0,42.32,14.38,2.06,15.42,17.54,100000.0,89820.58,10364.46,100185.04,185.04,0.19
