stock,profitPct,totalTrades,winRate,avgWinpct,avgLosspct,expentancypct,profitFactor
VBL_minute,-0.47,15,0.4,1.13,-1.66,-0.55,0.51
SBFC_minute,-0.48,10,0.4,1.62,-1.94,-0.52,0.56
BAJFINANCE_minute,-0.48,3,0.0,0.0,-0.72,-0.72,0.0
ICICIPRULI_minute,-0.48,15,0.33,0.82,-1.06,-0.43,0.43
CASTROLIND_minute,-0.49,36,0.33,2.36,-2.0,-0.54,0.62
INDIACEM_minute,-0.49,23,0.26,2.43,-1.58,-0.54,0.57
JYOTHYLAB_minute,-0.49,37,0.38,1.64,-1.72,-0.45,0.61
ICICIGI_minute,-0.5,14,0.36,0.76,-1.28,-0.55,0.33
MUTHOOTFIN_minute,-0.5,20,0.45,0.74,-1.51,-0.49,0.4
CUMMINSIND_minute,-0.5,8,0.38,0.75,-1.37,-0.58,0.33
VEDL_minute,-0.5,22,0.36,1.48,-1.51,-0.42,0.56
RVNL_minute,-0.5,54,0.41,1.23,-1.88,-0.61,0.45
JUBLPHARMA_minute,-0.5,30,0.4,1.25,-1.54,-0.43,0.54
KNRCON_minute,-0.51,25,0.32,1.42,-1.39,-0.49,0.48
AMBER_minute,-0.51,22,0.18,1.84,-1.09,-0.56,0.4
VINATIORGA_minute,-0.51,29,0.38,0.92,-1.41,-0.52,0.42
MAZDOCK_minute,-0.52,48,0.42,1.22,-1.66,-0.46,0.53
TRIDENT_minute,-0.52,35,0.31,1.2,-1.33,-0.54,0.43
NYKAA_minute,-0.52,26,0.31,1.82,-1.5,-0.48,0.54
SOLARINDS_minute,-0.52,48,0.4,1.56,-1.83,-0.49,0.58
UCOBANK_minute,-0.53,37,0.35,1.33,-1.5,-0.51,0.5
CONCORDBIO_minute,-0.53,46,0.28,1.67,-1.33,-0.48,0.49
NAVINFLUOR_minute,-0.54,19,0.58,0.39,-1.73,-0.5,0.31
MAHABANK_minute,-0.54,38,0.29,1.72,-1.49,-0.57,0.47
APTUS_minute,-0.54,18,0.39,1.52,-1.82,-0.52,0.53
INDIAMART_minute,-0.54,17,0.41,1.39,-1.75,-0.46,0.55
LICHSGFIN_minute,-0.54,15,0.53,0.62,-1.84,-0.53,0.39
AVANTIFEED_minute,-0.55,34,0.44,1.45,-2.1,-0.53,0.55
RAMCOCEM_minute,-0.56,20,0.5,0.9,-2.26,-0.68,0.44
EMAMILTD_minute,-0.56,33,0.3,1.34,-1.33,-0.52,0.44
TATATECH_minute,-0.56,13,0.23,2.43,-1.55,-0.63,0.52
CHENNPETRO_minute,-0.57,41,0.37,1.5,-1.68,-0.51,0.52
HFCL_minute,-0.57,33,0.27,3.23,-1.97,-0.55,0.64
GSFC_minute,-0.58,29,0.41,1.15,-2.01,-0.71,0.46
PHOENIXLTD_minute,-0.58,10,0.3,4.37,-2.7,-0.58,0.7
FEDERALBNK_minute,-0.58,5,0.2,0.69,-1.03,-0.68,0.17
ERIS_minute,-0.58,20,0.4,0.93,-1.6,-0.59,0.39
CUB_minute,-0.59,15,0.33,0.88,-1.28,-0.56,0.35
ADANIPOWER_minute,-0.59,25,0.24,0.61,-1.08,-0.67,0.19
NH_minute,-0.59,22,0.32,1.07,-1.36,-0.58,0.37
GLAND_minute,-0.59,23,0.39,1.24,-1.7,-0.55,0.47
IIFL_minute,-0.6,27,0.33,3.01,-2.39,-0.59,0.63
AWL_minute,-0.61,19,0.26,3.04,-1.92,-0.61,0.57
EASEMYTRIP_minute,-0.61,22,0.27,0.93,-1.23,-0.64,0.28
TEJASNET_minute,-0.62,29,0.17,3.32,-1.43,-0.61,0.48
DIVISLAB_minute,-0.62,12,0.33,0.49,-1.07,-0.55,0.23
MEDANTA_minute,-0.63,16,0.12,3.58,-1.24,-0.64,0.41
JKBANK_minute,-0.63,24,0.42,0.93,-1.72,-0.62,0.39
RAJESHEXPO_minute,-0.64,27,0.33,1.12,-1.56,-0.67,0.38
GODIGIT_minute,-0.65,12,0.33,1.27,-1.52,-0.59,0.42
PRESTIGE_minute,-0.66,17,0.47,1.64,-2.37,-0.48,0.62
RTNINDIA_minute,-0.66,31,0.29,1.54,-1.55,-0.65,0.41
HINDUNILVR_minute,-0.67,11,0.09,1.47,-0.85,-0.64,0.17
PNCINFRA_minute,-0.68,28,0.32,2.05,-1.91,-0.64,0.51
JUBLINGREA_minute,-0.69,30,0.23,2.31,-1.62,-0.7,0.43
OFSS_minute,-0.71,16,0.44,0.56,-1.57,-0.63,0.28
VARROC_minute,-0.71,25,0.32,2.09,-1.92,-0.64,0.51
GMDCLTD_minute,-0.71,44,0.3,1.41,-1.54,-0.67,0.38
ENGINERSIN_minute,-0.72,41,0.34,1.82,-2.16,-0.8,0.44
JBMA_minute,-0.72,32,0.34,1.18,-1.6,-0.65,0.39
CCL_minute,-0.76,39,0.26,0.97,-1.38,-0.77,0.24
POONAWALLA_minute,-0.76,27,0.3,0.93,-1.47,-0.76,0.27
IRB_minute,-0.77,32,0.34,1.17,-1.81,-0.78,0.36
CLEAN_minute,-0.79,14,0.43,0.9,-1.99,-0.75,0.34
RITES_minute,-0.8,48,0.42,1.56,-2.45,-0.78,0.46
TORNTPOWER_minute,-0.8,40,0.35,1.56,-2.01,-0.76,0.42
SBICARD_minute,-0.82,13,0.31,0.62,-1.45,-0.81,0.19
SWSOLAR_minute,-0.83,15,0.33,2.18,-2.53,-0.96,0.43
RECLTD_minute,-0.88,11,0.18,2.38,-1.56,-0.84,0.38
CONCOR_minute,-0.89,11,0.36,1.6,-2.31,-0.89,0.39
JKLAKSHMI_minute,-0.9,14,0.14,1.46,-1.3,-0.9,0.19
TITAN_minute,-0.91,8,0.5,0.67,-2.5,-0.92,0.27
NAUKRI_minute,-0.92,15,0.33,0.37,-1.56,-0.92,0.12
INOXINDIA_minute,-0.93,22,0.27,1.5,-1.77,-0.88,0.32
HAL_minute,-0.95,7,0.29,0.91,-1.62,-0.9,0.23
HONASA_minute,-0.96,35,0.43,1.79,-3.04,-0.97,0.44
SOBHA_minute,-0.99,39,0.31,2.06,-2.3,-0.96,0.4
HAPPSTMNDS_minute,-1.0,9,0.33,0.68,-1.65,-0.88,0.21
CARBORUNIV_minute,-1.0,23,0.39,0.71,-2.03,-0.96,0.22
VTL_minute,-1.0,28,0.25,1.45,-1.79,-0.98,0.27
EXIDEIND_minute,-1.07,14,0.21,1.85,-2.04,-1.21,0.25
AJANTPHARM_minute,-1.15,27,0.26,0.7,-1.63,-1.03,0.15
RHIM_minute,-1.16,15,0.27,1.41,-2.14,-1.2,0.24
ANANDRATHI_minute,-1.17,25,0.2,1.18,-1.7,-1.13,0.17
SAMMAANCAP_minute,-1.21,22,0.41,1.11,-2.83,-1.22,0.27
BDL_minute,-1.22,28,0.29,0.7,-2.22,-1.39,0.13
PFC_minute,-1.23,6,0.33,0.71,-2.01,-1.11,0.18
TATAMOTORS_minute,-1.26,8,0.25,0.33,-1.66,-1.16,0.07
ADANIGREEN_minute,-1.26,26,0.38,1.12,-3.11,-1.48,0.24
SWANENERGY_minute,-1.33,17,0.24,1.89,-2.12,-1.17,0.27
HDFCLIFE_minute,-1.35,2,0.0,0.0,-1.31,-1.31,0.0
ATGL_minute,-1.37,30,0.23,0.51,-2.14,-1.52,0.08
SYRMA_minute,-1.48,21,0.24,2.52,-2.47,-1.29,0.32
AUBANK_minute,-1.67,8,0.0,0.0,-1.65,-1.65,0.0
