EntryTimeStamp,EntryPrice,Quantity,TotalCost,Status,ExitTimeStamp,ExitPrice,Profit/Loss,Profit/LossPercentage
2024-02-06 09:15:00,1781.0,5,8905,closed,2024-02-08 09:15:00,1768.31,-63.45000000000027,-0.71
2024-02-09 09:15:00,1770.0,5,8850,closed,2024-02-09 09:15:00,1770.3955,1.9775000000004184,0.02
2024-02-15 09:15:00,1734.0,5,8670,closed,2024-02-16 09:15:00,1724.5144999999998,-47.427500000001146,-0.55
2024-02-26 09:15:00,1714.95,5,8575,closed,2024-02-28 09:15:00,1674.123,-204.135,-2.38
2024-02-27 09:15:00,1714.4,5,8572,closed,2024-02-28 09:15:00,1662.968,-257.1600000000001,-3.0
2024-02-28 09:15:00,1693.95,4,6776,closed,2024-02-28 09:15:00,1648.709,-180.96399999999994,-2.67
2024-03-05 09:15:00,1713.1,5,8566,closed,2024-03-13 09:15:00,1697.5,-77.99999999999955,-0.91
2024-03-12 09:15:00,1715.0,5,8575,closed,2024-03-13 09:15:00,1697.5,-87.5,-1.02
2024-03-14 09:15:00,1687.85,5,8439,closed,2024-03-18 09:15:00,1697.7425,49.46250000000077,0.59
2024-03-15 09:15:00,1722.55,5,8613,closed,2024-03-18 09:15:00,1697.7425,-124.03749999999945,-1.44
2024-03-21 09:15:00,1719.7,5,8598,closed,2024-03-27 09:15:00,1688.673,-155.13500000000022,-1.8
2024-04-02 09:15:00,1774.0,5,8870,closed,2024-04-05 09:15:00,1771.9959999999999,-10.020000000000664,-0.11
2024-04-08 09:15:00,1812.35,5,9062,closed,2024-04-09 09:15:00,1798.186,-70.81999999999994,-0.78
2024-04-18 09:15:00,1864.5,5,9322,closed,2024-04-25 09:15:00,2042.82,891.5999999999997,9.56
2024-04-19 09:15:00,1839.9,4,7360,closed,2024-04-25 09:15:00,2042.82,811.6799999999994,11.03
2024-04-23 09:15:00,1847.05,4,7388,closed,2024-04-25 09:15:00,2042.82,783.0799999999999,10.6
2024-05-07 09:15:00,2000.0,5,10000,closed,2024-05-08 09:15:00,1963.9105,-180.44750000000022,-1.8
2024-05-08 09:15:00,1960.0,4,7840,closed,2024-05-08 09:15:00,1942.1825,-71.27000000000044,-0.91
2024-05-16 09:15:00,1887.55,5,9438,closed,2024-05-22 09:15:00,1886.553,-4.984999999999218,-0.05
2024-05-17 09:15:00,1906.15,4,7625,closed,2024-05-22 09:15:00,1886.553,-78.38799999999992,-1.03
2024-06-03 09:15:00,1890.5,5,9452,closed,2024-06-04 09:15:00,1837.1799999999998,-266.6000000000008,-2.82
2024-06-06 09:15:00,2019.95,4,8080,closed,2024-06-06 09:15:00,1969.4395,-202.04200000000037,-2.5
2024-06-13 09:15:00,2129.6,4,8518,closed,2024-06-19 09:15:00,2078.0795,-206.08200000000033,-2.42
2024-06-14 09:15:00,2131.05,4,8524,closed,2024-06-19 09:15:00,2070.562,-241.95200000000114,-2.84
2024-06-19 09:15:00,2104.1,3,6312,closed,2024-06-24 09:15:00,2059.6495,-133.35149999999976,-2.11
2024-06-24 09:15:00,2069.0,4,8276,closed,2024-06-25 09:15:00,2029.4824999999998,-158.07000000000062,-1.91
2024-07-03 09:15:00,2050.0,4,8200,closed,2024-07-05 09:15:00,2059.698,38.79199999999946,0.47
2024-07-11 09:15:00,2110.0,4,8440,closed,2024-07-11 09:15:00,2046.7,-253.19999999999982,-3.0
2024-07-23 09:15:00,2020.0,4,8080,closed,2024-07-26 09:15:00,2085.5,262.0,3.24
2024-07-26 09:15:00,2135.0,4,8540,closed,2024-07-26 09:15:00,2070.95,-256.2000000000007,-3.0
2024-07-30 09:15:00,2004.9,4,8020,closed,2024-08-02 09:15:00,1981.6615,-92.95400000000063,-1.16
2024-08-14 09:15:00,1914.8,5,9574,closed,2024-08-20 09:15:00,1966.19,256.9500000000005,2.68
2024-08-22 09:15:00,2025.0,4,8100,closed,2024-08-26 09:15:00,1992.1860000000001,-131.2559999999994,-1.62
2024-08-23 09:15:00,2032.2,4,8129,closed,2024-09-02 09:15:00,2022.45,-39.0,-0.48
2024-09-11 09:15:00,2067.15,4,8269,closed,2024-09-18 09:15:00,2064.16,-11.960000000000946,-0.14
2024-09-16 09:15:00,2089.0,4,8356,closed,2024-09-18 09:15:00,2064.16,-99.36000000000058,-1.19
2024-09-19 09:15:00,2077.8,4,8311,closed,2024-09-19 09:15:00,2085.5,30.799999999999272,0.37
2024-09-24 09:15:00,2158.0,4,8632,closed,2024-09-25 09:15:00,2114.6,-173.60000000000036,-2.01
2024-09-26 09:15:00,2139.2,4,8557,closed,2024-10-03 09:15:00,2138.753,-1.7879999999986467,-0.02
2024-09-27 09:15:00,2173.0,4,8692,closed,2024-10-03 09:15:00,2138.753,-136.98799999999937,-1.58
2024-09-30 09:15:00,2180.0,3,6540,closed,2024-10-03 09:15:00,2130.2655,-149.20350000000008,-2.28
2024-10-17 09:15:00,2039.0,4,8156,closed,2024-10-17 09:15:00,1981.419,-230.32399999999961,-2.82
2024-11-05 09:15:00,1921.0,5,9605,closed,2024-11-07 09:15:00,1926.5655,27.827499999999645,0.29
2024-11-06 09:15:00,1957.55,4,7830,closed,2024-11-07 09:15:00,1926.5655,-123.9380000000001,-1.58
2024-11-11 09:15:00,1924.05,5,9620,closed,2024-11-12 09:15:00,1876.465,-237.92500000000018,-2.47
2024-11-22 09:15:00,1827.25,5,9136,closed,2024-12-13 09:15:00,1960.3215,665.3575000000001,7.28
2024-12-23 09:15:00,2038.3,4,8153,closed,2024-12-24 09:15:00,1979.9155,-233.53799999999956,-2.86
2024-12-30 09:15:00,2035.0,4,8140,open,,0.0,0.0,0.0
