,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
27,MUTHOOTFIN,10.4,54.17,0.0,0.0,13.0,7.0,0.0,52.0,44.0,100000.0,100542.12,0.0,100542.12,542.12,0.54
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,10.04,47.56,0.0,0.0,4.0,2.0,0.0,40.0,42.0,100000.0,99979.93,0.0,99979.93,-20.07,-0.02
30,POLYCAB,14.83,50.0,0.0,0.0,3.0,2.0,0.0,39.0,41.0,100000.0,100374.79,0.0,100374.79,374.79,0.37
31,SRF,10.36,44.87,0.0,0.0,8.0,4.0,0.0,39.0,39.0,100000.0,99459.03,0.0,99459.03,-540.97,-0.54
32,TATAELXSI,14.08,38.96,0.0,0.0,3.0,1.0,0.0,80.0,74.0,100000.0,100167.07,0.0,100167.07,167.07,0.17
33,UBL,16.4,21.05,0.0,0.0,10.0,5.0,0.0,39.0,56.0,100000.0,98720.8,0.0,98720.8,-1279.2,-1.28
34,ZYDUSLIFE,18.69,46.74,0.0,0.0,26.0,14.0,0.0,38.0,54.0,100000.0,100502.1,0.0,100502.1,502.1,0.5
35,AEGISLOG,11.28,35.71,0.0,0.0,44.0,27.0,0.0,50.0,62.0,100000.0,98548.52,0.0,98548.52,-1451.48,-1.45
36,BALAMINES,10.13,35.2,0.0,0.0,8.0,5.0,0.0,90.0,35.0,100000.0,99423.35,0.0,99423.35,-576.65,-0.58
37,CERA,10.83,30.93,0.0,0.0,2.0,1.0,9.0,51.0,46.0,100000.0,98833.76,0.0,98833.76,-1166.24,-1.17
38,DALBHARAT,10.51,34.38,5.0,0.0,10.0,5.0,0.0,36.0,29.0,100000.0,90212.5,8843.75,99056.25,-943.75,-0.94
39,FINEORG,10.15,30.84,0.0,0.0,3.0,2.0,0.0,58.0,49.0,100000.0,99896.55,0.0,99896.55,-103.45,-0.1
40,GRANULES,10.49,40.96,0.0,0.0,46.0,25.0,0.0,29.0,54.0,100000.0,100031.62,0.0,100031.62,31.62,0.03
41,AJANTPHARM,10.4,38.2,0.0,0.0,8.0,4.0,0.0,37.0,52.0,100000.0,98723.01,0.0,98723.01,-1276.99,-1.28
42,INDIGO,15.05,40.54,0.0,0.0,4.0,3.0,0.0,42.0,32.0,100000.0,100095.32,0.0,100095.32,95.32,0.1
43,KEI,10.13,42.86,0.0,0.0,4.0,3.0,0.0,45.0,46.0,100000.0,100185.42,0.0,100185.42,185.42,0.19
44,LEMONTREE,11.1,33.33,64.0,0.0,154.0,83.0,0.0,43.0,66.0,100000.0,89081.09,9792.0,98873.09,-1126.91,-1.13
45,MAZDOCK,10.2,39.71,4.0,0.0,19.0,10.0,0.0,54.0,83.0,100000.0,91187.63,8903.6,100091.23,91.23,0.09
46,RITES,11.23,33.08,0.0,0.0,64.0,40.0,0.0,49.0,84.0,100000.0,98733.32,0.0,98733.32,-1266.68,-1.27
47,KPITTECH,10.07,37.96,0.0,0.0,13.0,7.0,0.0,38.0,70.0,100000.0,99735.9,0.0,99735.9,-264.1,-0.26
48,TEJASNET,10.53,37.04,0.0,0.0,16.0,15.0,0.0,38.0,43.0,100000.0,100019.84,0.0,100019.84,19.84,0.02
49,HINDCOPPER,10.32,48.98,0.0,0.0,72.0,41.0,0.0,48.0,50.0,100000.0,101095.62,0.0,101095.62,1095.62,1.1
50,Mean,13.3,38.5,3.24,0.0,27.72,14.98,4.18,36.3,40.7,100000.0,98592.01,1269.29,99861.3,-138.7,-0.14
