,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
15,TATASTEEL,29.51,26.23,111.0,0.0,246.0,78.0,0.0,25.0,38.0,100000.0,82325.38,14979.45,97304.83,-2695.17,-2.7
16,ULTRACEMCO,10.48,42.86,0.0,0.0,1.0,1.0,54.0,6.0,8.0,100000.0,100194.2,0.0,100194.2,194.2,0.19
17,SUNPHARMA,25.41,49.33,10.0,0.0,19.0,7.0,0.0,43.0,34.0,100000.0,83144.9,18900.0,102044.9,2044.9,2.04
18,WIPRO,40.39,39.33,0.0,0.0,162.0,45.0,0.0,38.0,51.0,100000.0,100042.14,0.0,100042.14,42.14,0.04
19,HCLTECH,42.81,37.11,0.0,0.0,30.0,7.0,0.0,49.0,48.0,100000.0,99625.67,0.0,99625.67,-374.33,-0.37
20,ABFRL,19.8,31.51,0.0,0.0,119.0,61.0,0.0,32.0,41.0,100000.0,98183.99,0.0,98183.99,-1816.01,-1.82
21,VOLTAS,30.05,46.25,0.0,0.0,24.0,9.0,0.0,44.0,36.0,100000.0,101352.11,0.0,101352.11,1352.11,1.35
22,CHOLAFIN,32.76,42.11,0.0,0.0,30.0,9.0,0.0,35.0,41.0,100000.0,100889.44,0.0,100889.44,889.44,0.89
23,CROMPTON,33.75,34.62,45.0,0.0,120.0,36.0,0.0,33.0,47.0,100000.0,81155.73,17788.5,98944.23,-1055.77,-1.06
24,DEEPAKNTR,28.88,43.84,0.0,0.0,13.0,4.0,0.0,39.0,34.0,100000.0,98715.8,0.0,98715.8,-1284.2,-1.28
25,GLENMARK,39.14,46.43,0.0,0.0,45.0,11.0,0.0,31.0,53.0,100000.0,100138.24,0.0,100138.24,138.24,0.14
26,JUBLFOOD,19.39,37.68,0.0,0.0,42.0,22.0,0.0,41.0,28.0,100000.0,99425.51,0.0,99425.51,-574.49,-0.57
27,MUTHOOTFIN,31.82,54.74,4.0,0.0,17.0,7.0,0.0,52.0,44.0,100000.0,93851.8,8560.0,102411.8,2411.8,2.41
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,23.98,46.34,0.0,0.0,5.0,2.0,0.0,40.0,42.0,100000.0,101667.92,0.0,101667.92,1667.92,1.67
30,POLYCAB,27.57,53.85,0.0,0.0,4.0,2.0,2.0,38.0,40.0,100000.0,100692.3,0.0,100692.3,692.3,0.69
31,SRF,31.98,41.03,0.0,0.0,14.0,4.0,0.0,39.0,39.0,100000.0,99710.86,0.0,99710.86,-289.14,-0.29
32,TATAELXSI,35.97,39.26,1.0,0.0,5.0,1.0,18.0,71.0,65.0,100000.0,97374.6,6787.0,104161.6,4161.6,4.16
33,UBL,31.97,29.03,8.0,0.0,18.0,5.0,0.0,39.0,56.0,100000.0,81777.37,16320.0,98097.37,-1902.63,-1.9
34,ZYDUSLIFE,44.13,38.46,10.0,0.0,56.0,13.0,0.0,38.0,54.0,100000.0,90281.49,9710.0,99991.49,-8.51,-0.01
35,AEGISLOG,24.47,40.91,21.0,0.0,74.0,26.0,0.0,50.0,62.0,100000.0,86264.54,17262.0,103526.54,3526.54,3.53
36,BALAMINES,29.04,36.0,0.0,0.0,16.0,5.0,0.0,90.0,35.0,100000.0,100039.44,0.0,100039.44,39.44,0.04
37,CERA,25.2,36.84,0.0,0.0,4.0,1.0,11.0,50.0,45.0,100000.0,100628.46,0.0,100628.46,628.46,0.63
38,DALBHARAT,41.94,43.75,5.0,0.0,23.0,5.0,0.0,36.0,29.0,100000.0,90745.58,8843.75,99589.33,-410.67,-0.41
39,FINEORG,22.09,37.38,0.0,0.0,4.0,2.0,0.0,58.0,49.0,100000.0,99905.11,0.0,99905.11,-94.89,-0.09
40,GRANULES,34.01,42.17,0.0,0.0,97.0,25.0,0.0,29.0,54.0,100000.0,102073.71,0.0,102073.71,2073.71,2.07
41,AJANTPHARM,20.54,34.83,0.0,0.0,11.0,4.0,0.0,37.0,52.0,100000.0,97049.39,0.0,97049.39,-2950.61,-2.95
42,INDIGO,24.63,46.58,2.0,0.0,7.0,3.0,0.0,42.0,32.0,100000.0,93970.93,9106.4,103077.33,3077.33,3.08
43,KEI,23.73,42.7,4.0,0.0,6.0,3.0,0.0,45.0,46.0,100000.0,84748.14,17719.6,102467.74,2467.74,2.47
44,LEMONTREE,34.19,31.78,118.0,0.0,243.0,83.0,0.0,43.0,66.0,100000.0,81134.26,18054.0,99188.26,-811.74,-0.81
45,MAZDOCK,24.45,36.03,4.0,0.0,30.0,10.0,0.0,54.0,83.0,100000.0,93055.62,8903.6,101959.22,1959.22,1.96
46,RITES,33.65,36.84,0.0,0.0,98.0,40.0,0.0,49.0,84.0,100000.0,99867.75,0.0,99867.75,-132.25,-0.13
47,KPITTECH,30.62,37.96,0.0,0.0,24.0,7.0,0.0,38.0,70.0,100000.0,99147.81,0.0,99147.81,-852.19,-0.85
48,TEJASNET,19.73,34.57,0.0,0.0,25.0,15.0,0.0,38.0,43.0,100000.0,98808.2,0.0,98808.2,-1191.8,-1.19
49,HINDCOPPER,27.55,44.9,0.0,0.0,127.0,42.0,0.0,48.0,50.0,100000.0,101954.98,0.0,101954.98,1954.98,1.95
50,Mean,28.01,38.61,9.66,0.0,43.7,14.88,4.76,36.02,40.4,100000.0,93812.65,6446.98,100259.63,259.63,0.26
