,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,9.9,46.15,0.0,0.0,11.0,8.0,0.0,4.0,9.0,100000.0,100151.73,0.0,100151.73,151.73,0.15
1,HDFCBANK,9.17,45.45,0.0,0.0,6.0,6.0,0.0,5.0,6.0,100000.0,99871.53,0.0,99871.53,-128.47,-0.13
2,BHARTIARTL,9.74,29.41,0.0,0.0,9.0,9.0,0.0,7.0,10.0,100000.0,99928.22,0.0,99928.22,-71.78,-0.07
3,TCS,8.94,34.78,0.0,0.0,2.0,2.0,0.0,11.0,12.0,100000.0,100353.22,0.0,100353.22,353.22,0.35
4,ICICIBANK,9.87,40.0,0.0,0.0,9.0,9.0,0.0,11.0,14.0,100000.0,99975.32,0.0,99975.32,-24.68,-0.02
5,SBIN,9.92,26.67,0.0,0.0,15.0,13.0,0.0,8.0,7.0,100000.0,99828.85,0.0,99828.85,-171.15,-0.17
6,INFY,10.07,26.09,0.0,0.0,11.0,7.0,0.0,10.0,13.0,100000.0,99653.88,0.0,99653.88,-346.12,-0.35
7,HINDUNILVR,10.77,6.67,0.0,0.0,6.0,4.0,0.0,12.0,18.0,100000.0,98916.73,0.0,98916.73,-1083.27,-1.08
8,ITC,10.05,50.0,0.0,0.0,28.0,27.0,0.0,10.0,8.0,100000.0,100632.61,0.0,100632.61,632.61,0.63
9,KOTAKBANK,9.38,27.78,0.0,0.0,5.0,5.0,0.0,9.0,9.0,100000.0,99827.35,0.0,99827.35,-172.65,-0.17
10,LT,7.26,50.0,0.0,0.0,2.0,2.0,0.0,3.0,5.0,100000.0,100049.38,0.0,100049.38,49.38,0.05
11,AXISBANK,9.57,28.57,0.0,0.0,8.0,9.0,0.0,3.0,4.0,100000.0,99827.47,0.0,99827.47,-172.53,-0.17
12,BAJFINANCE,9.94,22.22,0.0,0.0,15.0,15.0,0.0,3.0,6.0,100000.0,99774.82,0.0,99774.82,-225.18,-0.23
13,MARUTI,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
14,NTPC,10.11,41.18,0.0,0.0,30.0,32.0,0.0,7.0,10.0,100000.0,100390.71,0.0,100390.71,390.71,0.39
15,TATASTEEL,10.24,28.57,0.0,0.0,74.0,77.0,0.0,7.0,7.0,100000.0,100587.85,0.0,100587.85,587.85,0.59
16,ULTRACEMCO,10.07,50.0,0.0,0.0,1.0,1.0,11.0,4.0,6.0,100000.0,100158.37,0.0,100158.37,158.37,0.16
17,SUNPHARMA,10.09,29.63,0.0,0.0,11.0,6.0,0.0,17.0,10.0,100000.0,99383.88,0.0,99383.88,-616.12,-0.62
18,WIPRO,18.52,46.43,0.0,0.0,72.0,44.0,0.0,9.0,19.0,100000.0,99838.34,0.0,99838.34,-161.66,-0.16
19,HCLTECH,9.94,42.86,0.0,0.0,7.0,7.0,0.0,13.0,15.0,100000.0,99953.84,0.0,99953.84,-46.16,-0.05
20,ABFRL,10.42,30.77,0.0,0.0,78.0,61.0,0.0,12.0,14.0,100000.0,99622.46,0.0,99622.46,-377.54,-0.38
21,VOLTAS,10.0,48.65,0.0,0.0,11.0,10.0,0.0,18.0,19.0,100000.0,100523.21,0.0,100523.21,523.21,0.52
22,CHOLAFIN,10.17,38.24,0.0,0.0,8.0,8.0,0.0,17.0,17.0,100000.0,99972.75,0.0,99972.75,-27.25,-0.03
23,CROMPTON,10.42,36.36,0.0,0.0,46.0,35.0,0.0,14.0,19.0,100000.0,99721.21,0.0,99721.21,-278.79,-0.28
24,DEEPAKNTR,9.47,48.39,0.0,0.0,8.0,4.0,0.0,12.0,19.0,100000.0,99670.99,0.0,99670.99,-329.01,-0.33
25,GLENMARK,10.02,38.71,0.0,0.0,11.0,10.0,0.0,13.0,18.0,100000.0,100136.38,0.0,100136.38,136.38,0.14
26,JUBLFOOD,10.16,34.48,0.0,0.0,36.0,21.0,0.0,17.0,12.0,100000.0,99860.89,0.0,99860.89,-139.11,-0.14
27,MUTHOOTFIN,10.51,43.14,0.0,0.0,12.0,7.0,0.0,28.0,23.0,100000.0,99584.59,0.0,99584.59,-415.41,-0.42
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,9.79,51.72,0.0,0.0,2.0,2.0,0.0,16.0,13.0,100000.0,100193.34,0.0,100193.34,193.34,0.19
30,POLYCAB,9.86,52.94,0.0,0.0,2.0,2.0,0.0,18.0,16.0,100000.0,99834.01,0.0,99834.01,-165.99,-0.17
31,SRF,10.0,48.65,0.0,0.0,4.0,4.0,0.0,20.0,17.0,100000.0,99948.94,0.0,99948.94,-51.06,-0.05
32,TATAELXSI,8.78,31.43,0.0,0.0,2.0,1.0,0.0,36.0,34.0,100000.0,99715.61,0.0,99715.61,-284.39,-0.28
33,UBL,16.3,24.19,0.0,0.0,10.0,5.0,0.0,26.0,36.0,100000.0,99459.22,0.0,99459.22,-540.78,-0.54
34,ZYDUSLIFE,10.2,41.86,0.0,0.0,26.0,13.0,0.0,16.0,27.0,100000.0,99932.12,0.0,99932.12,-67.88,-0.07
35,AEGISLOG,10.26,36.92,0.0,0.0,44.0,26.0,0.0,29.0,36.0,100000.0,99101.83,0.0,99101.83,-898.17,-0.9
36,BALAMINES,9.4,36.62,0.0,0.0,4.0,4.0,0.0,52.0,19.0,100000.0,99723.67,0.0,99723.67,-276.33,-0.28
37,CERA,10.5,33.33,0.0,0.0,2.0,1.0,6.0,39.0,30.0,100000.0,99236.15,0.0,99236.15,-763.85,-0.76
38,DALBHARAT,10.28,24.24,0.0,0.0,10.0,5.0,0.0,15.0,18.0,100000.0,99249.77,0.0,99249.77,-750.23,-0.75
39,FINEORG,10.09,27.27,0.0,0.0,2.0,2.0,0.0,27.0,28.0,100000.0,99807.66,0.0,99807.66,-192.34,-0.19
40,GRANULES,10.38,47.62,0.0,0.0,46.0,25.0,0.0,14.0,28.0,100000.0,99978.58,0.0,99978.58,-21.42,-0.02
41,AJANTPHARM,10.0,34.0,0.0,0.0,7.0,4.0,0.0,19.0,31.0,100000.0,99195.17,0.0,99195.17,-804.83,-0.8
42,INDIGO,9.66,37.93,0.0,0.0,4.0,3.0,0.0,12.0,17.0,100000.0,99981.36,0.0,99981.36,-18.64,-0.02
43,KEI,9.84,48.72,0.0,0.0,4.0,3.0,0.0,18.0,21.0,100000.0,100126.59,0.0,100126.59,126.59,0.13
44,LEMONTREE,10.88,25.0,0.0,0.0,136.0,84.0,0.0,25.0,27.0,100000.0,98984.17,0.0,98984.17,-1015.83,-1.02
45,MAZDOCK,10.22,36.76,0.0,0.0,19.0,10.0,0.0,27.0,41.0,100000.0,99799.82,0.0,99799.82,-200.18,-0.2
46,RITES,11.4,25.0,0.0,0.0,64.0,40.0,0.0,31.0,49.0,100000.0,98351.5,0.0,98351.5,-1648.5,-1.65
47,KPITTECH,10.42,28.89,0.0,0.0,12.0,7.0,0.0,16.0,29.0,100000.0,98596.93,0.0,98596.93,-1403.07,-1.4
48,TEJASNET,10.23,34.21,0.0,0.0,14.0,14.0,0.0,17.0,21.0,100000.0,99846.03,0.0,99846.03,-153.97,-0.15
49,HINDCOPPER,10.18,51.92,0.0,0.0,56.0,40.0,0.0,28.0,24.0,100000.0,100639.75,0.0,100639.75,639.75,0.64
50,Mean,9.87,35.41,0.0,0.0,20.04,14.68,1.5,15.7,17.82,100000.0,99797.98,0.0,99797.98,-202.02,-0.2
