,stock,type,entryTime,exitTime,entryPrice,exitPrice,quantity,entryCost,exitCost,status,pnl,profitpct
5,BAJFINANCE,long,2024-01-24 15:21:00,2024-01-25T10:06:00.000000000,706.5,705.38,1,706.5,705.38,closed,-1.12,-0.1592
36,BAJFINANCE,long,2024-02-22 15:21:00,2024-02-23T12:12:00.000000000,670.0,665.28,1,670.0,665.28,closed,-4.72,-0.7045
51,BAJFINANCE,long,2024-02-29 15:21:00,2024-03-04T12:43:00.000000000,650.5,657.36,1,650.5,657.36,closed,6.86,1.0546
97,BAJFINANCE,long,2024-04-02 15:21:00,2024-04-04T09:31:00.000000000,722.0,727.65,1,722.0,727.65,closed,5.65,0.7825
116,BAJFINANCE,long,2024-04-23 15:21:00,2024-04-24T11:41:00.000000000,724.0,734.58,1,724.0,734.58,closed,10.58,1.4613
169,BAJFINANCE,long,2024-05-31 15:21:00,2024-06-03T09:15:00.000000000,669.5,689.04,1,669.5,689.04,closed,19.54,2.9186
