EntryTimeStamp,EntryPrice,Quantity,TotalCost,Status,ExitTimeStamp,ExitPrice,Profit/Loss,Profit/LossPercentage
2024-01-05 09:15:00,2595.0,3,7785,closed,2024-01-11 09:15:00,2551.003,-131.99099999999953,-1.7
2024-01-09 09:15:00,2582.55,3,7748,closed,2024-01-12 09:15:00,2516.471,-198.23700000000053,-2.56
2024-01-20 09:15:00,2519.95,3,7560,closed,2024-01-23 09:15:00,2447.31,-217.91999999999962,-2.88
2024-01-29 09:15:00,2410.0,4,9640,closed,2024-02-05 09:15:00,2436.2035,104.8140000000003,1.09
2024-03-06 09:15:00,2404.0,4,9616,closed,2024-03-13 09:15:00,2353.22,-203.1200000000008,-2.11
2024-03-27 09:15:00,2250.0,4,9000,closed,2024-04-12 09:15:00,2229.06,-83.76000000000022,-0.93
2024-04-08 09:15:00,2277.0,3,6831,closed,2024-04-15 09:15:00,2220.2814999999996,-170.1555000000012,-2.49
2024-04-10 09:15:00,2276.9,3,6831,closed,2024-04-15 09:15:00,2208.593,-204.92100000000073,-3.0
2024-04-18 09:15:00,2215.05,4,8860,closed,2024-05-02 09:15:00,2205.295,-39.02000000000044,-0.44
2024-04-23 09:15:00,2253.0,3,6759,closed,2024-05-02 09:15:00,2205.295,-143.11499999999978,-2.12
2024-04-25 09:15:00,2238.05,3,6714,closed,2024-05-15 09:15:00,2317.912,239.58599999999888,3.57
2024-04-29 09:15:00,2234.0,3,6702,closed,2024-05-15 09:15:00,2317.912,251.73599999999942,3.76
2024-05-07 09:15:00,2266.0,3,6798,closed,2024-05-15 09:15:00,2317.912,155.73599999999942,2.29
2024-05-13 09:15:00,2374.0,3,7122,closed,2024-05-16 09:15:00,2310.2005,-191.39850000000024,-2.69
2024-06-03 09:15:00,2381.0,4,9524,closed,2024-06-05 09:15:00,2537.2775,625.1100000000006,6.56
2024-07-03 09:15:00,2486.65,4,9947,closed,2024-07-24 09:15:00,2726.9610000000002,961.2440000000006,9.66
2024-08-08 09:15:00,2754.0,3,8262,closed,2024-08-28 09:15:00,2749.9015,-12.295500000000175,-0.15
2024-08-09 09:15:00,2756.0,3,8268,closed,2024-08-28 09:15:00,2749.9015,-18.295500000000175,-0.22
2024-08-12 09:15:00,2738.0,3,8214,closed,2024-08-28 09:15:00,2749.9015,35.704499999999825,0.43
2024-09-02 09:15:00,2794.0,3,8382,closed,2024-09-16 09:15:00,2874.498,241.49400000000014,2.88
2024-09-30 09:15:00,2964.2,3,8893,closed,2024-10-01 09:15:00,2907.963,-168.71099999999888,-1.9
2024-10-15 09:15:00,2793.1,3,8379,closed,2024-10-18 09:15:00,2715.321,-233.337,-2.78
2024-10-23 09:15:00,2621.0,3,7863,closed,2024-10-24 09:15:00,2612.2585,-26.224500000000262,-0.33
2024-10-31 09:15:00,2554.95,3,7665,closed,2024-11-07 09:15:00,2486.595,-205.06500000000005,-2.68
2024-11-01 18:00:00,2543.95,3,7632,closed,2024-11-07 09:15:00,2469.5714999999996,-223.13550000000077,-2.92
2024-11-06 09:15:00,2515.2,3,7546,closed,2024-11-14 09:15:00,2446.437,-206.28899999999976,-2.73
2024-11-13 09:15:00,2462.1,3,7386,closed,2024-11-14 09:15:00,2398.616,-190.45199999999977,-2.58
2024-11-19 09:15:00,2431.9,4,9728,closed,2024-11-28 09:15:00,2462.9755,124.30199999999968,1.28
2024-11-26 09:15:00,2486.25,3,7459,closed,2024-11-28 09:15:00,2462.9755,-69.82349999999997,-0.94
2024-12-10 09:15:00,2408.7,4,9635,closed,2024-12-12 09:15:00,2340.61,-272.35999999999876,-2.83
2024-12-19 09:15:00,2347.0,4,9388,closed,2024-12-23 09:15:00,2315.3414999999995,-126.63400000000183,-1.35
