,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
0,RELIANCE,87.31,30.67,26.0,0.0,63.0,7.0,20.0,70.0,86.0,100000.0,60532.18,31626.4,92158.58,-7841.42,-7.84
1,HDFCBANK,82.9,66.1,49.0,0.0,51.0,6.0,15.0,62.0,77.0,100000.0,16559.91,86828.0,103387.91,3387.91,3.39
2,BHARTIARTL,76.82,56.25,10.0,0.0,77.0,9.0,2.0,75.0,90.0,100000.0,99918.1,15934.0,115852.1,15852.1,15.85
3,TCS,64.08,48.91,6.0,0.0,16.0,2.0,54.0,62.0,78.0,100000.0,75788.6,24636.0,100424.6,424.6,0.42
4,ICICIBANK,85.54,61.87,48.0,0.0,88.0,8.0,17.0,72.0,80.0,100000.0,46459.45,61608.0,108067.45,8067.45,8.07
5,SBIN,77.97,49.64,42.0,0.0,118.0,15.0,0.0,66.0,78.0,100000.0,79801.58,33432.0,113233.58,13233.58,13.23
6,INFY,82.22,38.22,11.0,0.0,45.0,6.0,2.0,99.0,97.0,100000.0,78544.23,20742.15,99286.38,-713.62,-0.71
7,HINDUNILVR,76.35,44.53,23.0,0.0,32.0,3.0,39.0,63.0,85.0,100000.0,49614.23,53521.0,103135.23,3135.23,3.14
8,ITC,89.33,32.39,162.0,0.0,243.0,26.0,0.0,80.0,78.0,100000.0,30225.29,67878.0,98103.29,-1896.71,-1.9
9,KOTAKBANK,82.01,37.19,37.0,0.0,42.0,5.0,8.0,56.0,80.0,100000.0,26749.38,66045.0,92794.38,-7205.62,-7.21
10,LT,62.04,36.28,9.0,0.0,18.0,2.0,5.0,50.0,69.0,100000.0,63561.89,32489.55,96051.44,-3948.56,-3.95
11,AXISBANK,74.54,36.55,17.0,0.0,65.0,9.0,0.0,68.0,80.0,100000.0,71910.15,18156.0,90066.15,-9933.85,-9.93
12,BAJFINANCE,79.71,28.28,90.0,0.0,112.0,14.0,0.0,78.0,78.0,100000.0,32310.11,61515.0,93825.11,-6174.89,-6.17
13,MARUTI,10.04,100.0,0.0,0.0,1.0,0.0,165.0,0.0,1.0,100000.0,102125.7,0.0,102125.7,2125.7,2.13
14,NTPC,71.55,36.88,72.0,0.0,198.0,32.0,0.0,78.0,85.0,100000.0,65772.37,23961.6,89733.97,-10266.03,-10.27
