,Symbol,Max Drawdown,Hit Rate,Holding Shares,Short Shares,Max Holding,Max Short,Out of Capital,Short Orders,Long Orders,Initial Capital,Current Capital,Holding Capital,Total Equity,Profit,Profit Percentage
16,ULTRACEMCO,10.47,50.0,0.0,0.0,1.0,0.0,169.0,0.0,2.0,100000.0,100707.55,0.0,100707.55,707.55,0.71
17,SUNPHARMA,80.68,64.0,37.0,0.0,61.0,7.0,73.0,56.0,53.0,100000.0,51523.42,69930.0,121453.42,21453.42,21.45
18,WIPRO,92.4,41.04,371.0,0.0,371.0,44.0,28.0,77.0,97.0,100000.0,2689.67,109853.1,112542.78,12542.77,12.54
19,HCLTECH,82.4,21.95,56.0,0.0,56.0,7.0,98.0,48.0,55.0,100000.0,15453.47,107788.8,123242.27,23242.27,23.24
20,ABFRL,80.76,38.26,161.0,0.0,482.0,49.0,0.0,59.0,96.0,100000.0,59194.6,34132.0,93326.6,-6673.4,-6.67
21,VOLTAS,82.85,58.87,51.0,0.0,83.0,8.0,32.0,67.0,70.0,100000.0,44764.67,91458.3,136222.97,36222.97,36.22
22,CHOLAFIN,81.68,40.0,19.0,0.0,59.0,8.0,0.0,66.0,82.0,100000.0,67460.01,22568.2,90028.21,-9971.79,-9.97
23,CROMPTON,79.37,34.97,200.0,0.0,257.0,33.0,0.0,76.0,83.0,100000.0,22745.2,79060.0,101805.2,1805.2,1.81
24,DEEPAKNTR,67.61,45.0,12.0,0.0,32.0,4.0,0.0,78.0,68.0,100000.0,68418.23,30000.0,98418.23,-1581.77,-1.58
25,GLENMARK,79.99,53.62,59.0,0.0,96.0,9.0,16.0,71.0,82.0,100000.0,31123.91,95102.1,126226.01,26226.01,26.23
26,JUBLFOOD,75.62,48.95,112.0,0.0,158.0,19.0,0.0,91.0,64.0,100000.0,34410.22,80192.0,114602.22,14602.22,14.6
27,MUTHOOTFIN,71.66,42.47,34.0,0.0,46.0,6.0,0.0,82.0,82.0,100000.0,22522.08,72760.0,95282.08,-4717.92,-4.72
28,PAGEIND,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,100000.0,100000.0,0.0,100000.0,0.0,0.0
29,PERSISTENT,58.63,47.78,11.0,0.0,16.0,2.0,79.0,53.0,47.0,100000.0,49143.75,71170.0,120313.75,20313.75,20.31
30,POLYCAB,54.22,46.38,8.0,0.0,12.0,2.0,98.0,31.0,46.0,100000.0,63283.26,58200.0,121483.26,21483.26,21.48
31,SRF,74.8,43.97,22.0,0.0,31.0,4.0,17.0,66.0,60.0,100000.0,43954.14,48983.0,92937.14,-7062.86,-7.06
32,TATAELXSI,40.76,25.0,0.0,0.0,5.0,1.0,166.0,22.0,30.0,100000.0,97798.85,0.0,97798.85,-2201.15,-2.2
33,UBL,74.2,47.41,34.0,0.0,45.0,5.0,7.0,70.0,79.0,100000.0,32363.52,69360.0,101723.52,1723.52,1.72
34,ZYDUSLIFE,88.09,55.12,105.0,0.0,120.0,12.0,21.0,58.0,92.0,100000.0,17448.65,101955.0,119403.65,19403.65,19.4
35,AEGISLOG,65.37,46.24,82.0,0.0,158.0,28.0,0.0,89.0,93.0,100000.0,47688.68,67404.0,115092.68,15092.68,15.09
36,BALAMINES,77.42,26.02,3.0,0.0,32.0,4.0,3.0,131.0,66.0,100000.0,80787.01,5357.7,86144.71,-13855.29,-13.86
37,CERA,39.63,45.16,4.0,0.0,5.0,1.0,103.0,34.0,32.0,100000.0,71326.98,30543.0,101869.98,1869.98,1.87
38,DALBHARAT,72.94,35.24,12.0,0.0,34.0,5.0,0.0,56.0,53.0,100000.0,66229.95,21225.0,87454.95,-12545.05,-12.55
39,FINEORG,60.26,35.77,4.0,0.0,13.0,2.0,59.0,75.0,51.0,100000.0,83885.31,17872.0,101757.31,1757.31,1.76
40,GRANULES,83.59,51.45,79.0,0.0,212.0,24.0,16.0,56.0,86.0,100000.0,92340.71,46534.95,138875.66,38875.66,38.88
41,AJANTPHARM,62.5,44.23,16.0,0.0,28.0,4.0,0.0,75.0,91.0,100000.0,56221.29,47088.0,103309.29,3309.29,3.31
42,INDIGO,64.21,57.89,16.0,0.0,22.0,3.0,51.0,53.0,54.0,100000.0,41144.97,72851.2,113996.17,13996.17,14.0
43,KEI,58.03,41.84,5.0,0.0,16.0,3.0,29.0,72.0,73.0,100000.0,77345.22,22149.5,99494.72,-505.28,-0.51
44,LEMONTREE,86.3,29.24,595.0,0.0,653.0,77.0,0.0,71.0,120.0,100000.0,12580.07,91035.0,103615.07,3615.07,3.62
45,MAZDOCK,65.69,44.04,19.0,0.0,69.0,9.0,0.0,75.0,123.0,100000.0,96272.49,42292.1,138564.59,38564.59,38.56
46,RITES,82.18,33.33,66.0,0.0,246.0,40.0,0.0,82.0,123.0,100000.0,67183.79,19225.8,86409.59,-13590.41,-13.59
47,KPITTECH,74.54,28.57,43.0,0.0,44.0,5.0,0.0,76.0,115.0,100000.0,23855.05,63035.85,86890.9,-13109.1,-13.11
48,TEJASNET,76.98,32.48,26.0,0.0,70.0,13.0,0.0,74.0,88.0,100000.0,67119.55,30758.0,97877.55,-2122.45,-2.12
49,HINDCOPPER,70.57,37.84,0.0,0.0,235.0,41.0,0.0,102.0,83.0,100000.0,92595.34,0.0,92595.34,-7404.66,-7.4
50,Mean,71.4,43.64,67.2,0.0,114.26,13.88,38.56,61.28,69.9,100000.0,52758.85,52111.35,104870.2,4870.2,4.87
