,stock,type,entryTime,exitTime,entryPrice,exitPrice,quantity,entryCost,exitCost,status,pnl,profitpct
19,NMDC_minute,long,2024-02-29 15:26:00,2024-03-01 15:29:00,72.86,74.54,1,72.86,74.54,closed,1.68,2.3058
30,NMDC_minute,long,2024-04-04 15:26:00,2024-04-05 09:15:00,70.03,69.33,1,70.03,69.33,closed,-0.7,-1.0
52,NMDC_minute,long,2024-05-15 15:26:00,2024-05-16 15:29:00,86.15,85.38,1,86.15,85.38,closed,-0.77,-0.8938
65,NMDC_minute,long,2024-06-03 15:26:00,2024-06-04 09:15:00,86.33,85.47,1,86.33,85.47,closed,-0.86,-1.0
98,NMDC_minute,long,2024-08-07 15:26:00,2024-08-08 15:29:00,73.78,71.67,1,73.78,71.67,closed,-2.11,-2.8599
114,NMDC_minute,long,2024-08-28 15:26:00,2024-08-29 15:29:00,72.88,72.34,1,72.88,72.34,closed,-0.54,-0.7409
129,NMDC_minute,long,2024-09-13 15:26:00,2024-09-16 15:29:00,71.26,70.61,1,71.26,70.61,closed,-0.65,-0.9122
184,NMDC_minute,long,2024-12-02 15:26:00,2024-12-03 15:29:00,74.68,75.88,1,74.68,75.88,closed,1.2,1.6069
