EntryTimeStamp,EntryPrice,Quantity,TotalCost,Status,ExitTimeStamp,ExitPrice,Profit/Loss,Profit/LossPercentage
2024-01-05 09:15:00,1010.0,9,9090,closed,2024-01-05 09:15:00,1003.0185,-62.833499999999844,-0.69
2024-01-09 09:15:00,994.3,10,9943,closed,2024-01-09 09:15:00,994.257,-0.43000000000006366,-0.0
2024-01-17 09:15:00,1037.85,9,9341,closed,2024-01-17 09:15:00,1036.9260000000002,-8.315999999997757,-0.09
2024-01-31 09:15:00,1002.45,9,9022,closed,2024-01-31 09:15:00,1000.4445,-18.049500000000876,-0.2
2024-02-12 09:15:00,1058.7,9,9528,closed,2024-02-12 09:15:00,1069.2,94.5,0.99
2024-03-02 09:15:00,1090.0,9,9810,closed,2024-03-02 09:15:00,1093.95,35.55000000000041,0.36
2024-04-22 09:15:00,1364.0,7,9548,closed,2024-04-22 09:15:00,1351.35,-88.55000000000064,-0.93
2024-04-25 09:15:00,1415.95,7,9912,closed,2024-04-25 09:15:00,1415.0565,-6.254500000000917,-0.06
2024-05-16 09:15:00,1305.0,7,9135,closed,2024-05-16 09:15:00,1310.76,40.319999999999936,0.44
2024-05-22 09:15:00,1299.95,7,9100,closed,2024-05-22 09:15:00,1293.93,-42.13999999999987,-0.46
2024-05-23 09:15:00,1309.0,7,9163,closed,2024-05-23 09:15:00,1295.91,-91.62999999999943,-1.0
2024-05-31 09:15:00,1356.0,7,9492,closed,2024-05-31 09:15:00,1352.934,-21.462000000000216,-0.23
2024-07-08 09:15:00,1452.75,6,8716,closed,2024-07-08 09:15:00,1442.628,-60.732000000000426,-0.7
2024-07-11 09:15:00,1485.05,6,8910,closed,2024-07-12 09:15:00,1507.7205000000001,136.02300000000105,1.53
2024-07-31 09:15:00,1542.0,6,9252,closed,2024-07-31 09:15:00,1536.7275,-31.63500000000022,-0.34
2024-08-08 09:15:00,1470.0,6,8820,closed,2024-08-08 09:15:00,1465.0514999999998,-29.691000000001168,-0.34
2024-08-16 09:15:00,1570.0,6,9420,closed,2024-08-16 09:15:00,1562.5665,-44.60100000000057,-0.47
2024-08-30 09:15:00,1785.5,5,8928,closed,2024-08-30 09:15:00,1767.645,-89.27500000000009,-1.0
2024-09-02 09:15:00,1754.8,5,8774,closed,2024-09-02 09:15:00,1756.26,7.300000000000182,0.08
2024-09-03 09:15:00,1777.0,5,8885,closed,2024-09-03 09:15:00,1810.4625,167.31250000000045,1.88
2024-09-10 09:15:00,1830.0,5,9150,closed,2024-09-10 09:15:00,1819.5210000000002,-52.39499999999907,-0.57
2024-09-13 09:15:00,1864.5,5,9322,closed,2024-09-13 09:15:00,1915.65,255.75000000000045,2.74
2024-10-01 09:15:00,1845.0,5,9225,closed,2024-10-03 09:15:00,1846.0035,5.017500000000155,0.05
2024-10-11 09:15:00,1785.4,5,8927,closed,2024-10-11 09:15:00,1767.546,-89.27000000000021,-1.0
2024-10-16 09:15:00,1840.2,5,9201,closed,2024-10-16 09:15:00,1835.9055,-21.472499999999854,-0.23
2024-12-09 09:15:00,1714.1,5,8570,closed,2024-12-09 09:15:00,1722.6989999999998,42.99499999999966,0.5
2024-12-20 09:15:00,1739.55,5,8698,closed,2024-12-20 09:15:00,1737.45,-10.499999999999545,-0.12
2024-12-23 09:15:00,1687.1,5,8436,closed,2024-12-23 09:15:00,1691.91,24.050000000000864,0.29
